key	building_level_key	building_model_id
wh2_main_special_fortress_gate_phoenix_hef_1	wh2_main_special_fortress_gate_phoenix_hef_1	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_hef_2	wh2_main_special_fortress_gate_phoenix_hef_2	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_hef_3	wh2_main_special_fortress_gate_phoenix_hef_3	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_hef_4	wh2_main_special_fortress_gate_phoenix_hef_4	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_hef_5	wh2_main_special_fortress_gate_phoenix_hef_5	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_hef_ruins	wh2_main_special_fortress_gate_phoenix_hef_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_phoenix_skaven_1	wh2_main_special_fortress_gate_phoenix_skaven_1	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_skaven_2	wh2_main_special_fortress_gate_phoenix_skaven_2	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_skaven_3	wh2_main_special_fortress_gate_phoenix_skaven_3	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_skaven_4	wh2_main_special_fortress_gate_phoenix_skaven_4	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_skaven_5	wh2_main_special_fortress_gate_phoenix_skaven_5	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_skaven_ruins	wh2_main_special_fortress_gate_phoenix_skaven_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_phoenix_untainted_1	wh2_main_special_fortress_gate_phoenix_untainted_1	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_untainted_2	wh2_main_special_fortress_gate_phoenix_untainted_2	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_untainted_3	wh2_main_special_fortress_gate_phoenix_untainted_3	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_untainted_4	wh2_main_special_fortress_gate_phoenix_untainted_4	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_untainted_5	wh2_main_special_fortress_gate_phoenix_untainted_5	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_untainted_ruins	wh2_main_special_fortress_gate_phoenix_untainted_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_phoenix_vmp_1	wh2_main_special_fortress_gate_phoenix_vmp_1	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_vmp_2	wh2_main_special_fortress_gate_phoenix_vmp_2	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_vmp_3	wh2_main_special_fortress_gate_phoenix_vmp_3	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_vmp_4	wh2_main_special_fortress_gate_phoenix_vmp_4	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_vmp_5	wh2_main_special_fortress_gate_phoenix_vmp_5	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_vmp_ruins	wh2_main_special_fortress_gate_phoenix_vmp_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_phoenix_wef_1	wh2_main_special_fortress_gate_phoenix_wef_1	wh2_main_special_fortress_gate_phoenix
wh2_main_special_fortress_gate_phoenix_wef_ruins	wh2_main_special_fortress_gate_phoenix_wef_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_chaos_1	wh2_main_special_fortress_gate_unicorn_chaos_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_chaos_2	wh2_main_special_fortress_gate_unicorn_chaos_2	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_chaos_3	wh2_main_special_fortress_gate_unicorn_chaos_3	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_chaos_4	wh2_main_special_fortress_gate_unicorn_chaos_4	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_chaos_5	wh2_main_special_fortress_gate_unicorn_chaos_5	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_chaos_ruins	wh2_main_special_fortress_gate_unicorn_chaos_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_cst_1	wh2_main_special_fortress_gate_unicorn_cst_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_cst_2	wh2_main_special_fortress_gate_unicorn_cst_2	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_cst_3	wh2_main_special_fortress_gate_unicorn_cst_3	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_cst_4	wh2_main_special_fortress_gate_unicorn_cst_4	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_cst_5	wh2_main_special_fortress_gate_unicorn_cst_5	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_cst_ruin	wh2_main_special_fortress_gate_unicorn_cst_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_hef_1	wh2_main_special_fortress_gate_unicorn_hef_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_hef_2	wh2_main_special_fortress_gate_unicorn_hef_2	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_hef_3	wh2_main_special_fortress_gate_unicorn_hef_3	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_hef_4	wh2_main_special_fortress_gate_unicorn_hef_4	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_hef_5	wh2_main_special_fortress_gate_unicorn_hef_5	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_hef_ruins	wh2_main_special_fortress_gate_unicorn_hef_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_skaven_1	wh2_main_special_fortress_gate_unicorn_skaven_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_skaven_2	wh2_main_special_fortress_gate_unicorn_skaven_2	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_skaven_3	wh2_main_special_fortress_gate_unicorn_skaven_3	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_skaven_4	wh2_main_special_fortress_gate_unicorn_skaven_4	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_skaven_5	wh2_main_special_fortress_gate_unicorn_skaven_5	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_skaven_ruins	wh2_main_special_fortress_gate_unicorn_skaven_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_untainted_1	wh2_main_special_fortress_gate_unicorn_untainted_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_untainted_2	wh2_main_special_fortress_gate_unicorn_untainted_2	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_untainted_3	wh2_main_special_fortress_gate_unicorn_untainted_3	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_untainted_4	wh2_main_special_fortress_gate_unicorn_untainted_4	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_untainted_5	wh2_main_special_fortress_gate_unicorn_untainted_5	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_untainted_ruins	wh2_main_special_fortress_gate_unicorn_untainted_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_vmp_1	wh2_main_special_fortress_gate_unicorn_vmp_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_vmp_2	wh2_main_special_fortress_gate_unicorn_vmp_2	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_vmp_3	wh2_main_special_fortress_gate_unicorn_vmp_3	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_vmp_4	wh2_main_special_fortress_gate_unicorn_vmp_4	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_vmp_5	wh2_main_special_fortress_gate_unicorn_vmp_5	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_vmp_ruins	wh2_main_special_fortress_gate_unicorn_vmp_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_fortress_gate_unicorn_wef_1	wh2_main_special_fortress_gate_unicorn_wef_1	wh2_main_special_fortress_gate_unicorn
wh2_main_special_fortress_gate_unicorn_wef_ruins	wh2_main_special_fortress_gate_unicorn_wef_ruin	wh2_main_special_fortress_gate_ruin
wh2_main_special_settlement_colony_major_hef_1	wh2_main_special_settlement_colony_major_hef_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_colony_major_hef_2	wh2_main_special_settlement_colony_major_hef_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_colony_major_hef_3	wh2_main_special_settlement_colony_major_hef_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_colony_major_hef_4	wh2_main_special_settlement_colony_major_hef_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_colony_major_hef_5	wh2_main_special_settlement_colony_major_hef_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_colony_major_hef_ruin	wh2_main_special_settlement_colony_major_hef_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_colony_major_norscaruin_khorne		wh_dlc08_god_ruin_khorne
wh2_main_special_settlement_colony_major_norscaruin_nurgle		wh_dlc08_god_ruin_nurgle
wh2_main_special_settlement_colony_major_norscaruin_slaanesh		wh_dlc08_god_ruin_slaanesh
wh2_main_special_settlement_colony_major_norscaruin_tzeentch		wh_dlc08_god_ruin_tzeentch
wh2_main_special_settlement_colony_minor_hef_1	wh2_main_special_settlement_colony_minor_hef_1	wh2_main_building_hef_settlement_minor_1
wh2_main_special_settlement_colony_minor_hef_2	wh2_main_special_settlement_colony_minor_hef_2	wh2_main_building_hef_settlement_minor_2
wh2_main_special_settlement_colony_minor_hef_3	wh2_main_special_settlement_colony_minor_hef_3	wh2_main_building_hef_settlement_minor_3
wh2_main_special_settlement_colony_minor_hef_ruin	wh2_main_special_settlement_colony_minor_hef_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_colony_minor_norscaruin_khorne		wh_dlc08_god_ruin_khorne
wh2_main_special_settlement_colony_minor_norscaruin_nurgle		wh_dlc08_god_ruin_nurgle
wh2_main_special_settlement_colony_minor_norscaruin_slaanesh		wh_dlc08_god_ruin_slaanesh
wh2_main_special_settlement_colony_minor_norscaruin_tzeentch		wh_dlc08_god_ruin_tzeentch
wh2_main_special_settlement_drakenhof_cst_1	wh2_main_special_settlement_drakenhof_cst_1	wh_main_building_vmp_settlement_major_1
wh2_main_special_settlement_drakenhof_cst_2	wh2_main_special_settlement_drakenhof_cst_2	wh_main_building_vmp_settlement_major_2
wh2_main_special_settlement_drakenhof_cst_3	wh2_main_special_settlement_drakenhof_cst_3	wh_main_building_vmp_settlement_major_3
wh2_main_special_settlement_drakenhof_cst_4	wh2_main_special_settlement_drakenhof_cst_4	wh_main_building_vmp_settlement_major_4
wh2_main_special_settlement_drakenhof_cst_5	wh2_main_special_settlement_drakenhof_cst_5	wh_main_building_vmp_settlement_major_5
wh2_main_special_settlement_drakenhof_cst_ruin	wh2_main_special_settlement_drakenhof_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_eight_peaks_skv_1	wh2_main_special_settlement_eight_peaks_skv_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_eight_peaks_skv_2	wh2_main_special_settlement_eight_peaks_skv_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_eight_peaks_skv_3	wh2_main_special_settlement_eight_peaks_skv_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_eight_peaks_skv_4	wh2_main_special_settlement_eight_peaks_skv_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_eight_peaks_skv_5	wh2_main_special_settlement_eight_peaks_skv_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_eight_peaks_skv_ruin	wh2_main_special_settlement_eight_peaks_skv_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_1	wh2_main_special_settlement_gaean_vale_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_2	wh2_main_special_settlement_gaean_vale_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_3	wh2_main_special_settlement_gaean_vale_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_4	wh2_main_special_settlement_gaean_vale_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_ruin	wh2_main_special_settlement_gaean_vale_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hellpit_1	wh2_main_special_settlement_hellpit_1	wh2_main_building_skv_settlement_hellpit_1
wh2_main_special_settlement_hellpit_2	wh2_main_special_settlement_hellpit_2	wh2_main_building_skv_settlement_hellpit_2
wh2_main_special_settlement_hellpit_3	wh2_main_special_settlement_hellpit_3	wh2_main_building_skv_settlement_hellpit_3
wh2_main_special_settlement_hellpit_4	wh2_main_special_settlement_hellpit_4	wh2_main_building_skv_settlement_hellpit_4
wh2_main_special_settlement_hellpit_5	wh2_main_special_settlement_hellpit_5	wh2_main_building_skv_settlement_hellpit_5
wh2_main_special_settlement_hellpit_ruin	wh2_main_special_settlement_hellpit_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_special_settlement_hexoatl_lzd_1	wh2_main_building_lzd_settlement_major_1
wh2_main_special_settlement_hexoatl_hexoatl_2	wh2_main_special_settlement_hexoatl_lzd_2	wh2_main_building_lzd_settlement_major_2
wh2_main_special_settlement_hexoatl_hexoatl_3	wh2_main_special_settlement_hexoatl_lzd_3	wh2_main_building_lzd_settlement_major_3
wh2_main_special_settlement_hexoatl_hexoatl_4	wh2_main_special_settlement_hexoatl_lzd_4	wh2_main_building_lzd_settlement_major_4
wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_lzd_5	wh2_main_building_lzd_settlement_major_5
wh2_main_special_settlement_hexoatl_hexoatl_ruin	wh2_main_special_settlement_hexoatl_lzd_ruin	wh2_main_lzd_ruin
wh2_main_special_settlement_itza_itza_1	wh2_main_special_settlement_itza_lzd_1	wh2_main_building_lzd_settlement_major_1
wh2_main_special_settlement_itza_itza_2	wh2_main_special_settlement_itza_lzd_2	wh2_main_building_lzd_settlement_major_2
wh2_main_special_settlement_itza_itza_3	wh2_main_special_settlement_itza_lzd_3	wh2_main_building_lzd_settlement_major_3
wh2_main_special_settlement_itza_itza_4	wh2_main_special_settlement_itza_lzd_4	wh2_main_building_lzd_settlement_major_4
wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_lzd_5	wh2_main_building_lzd_settlement_major_5
wh2_main_special_settlement_itza_itza_ruin	wh2_main_special_settlement_itza_lzd_ruin	wh2_main_lzd_ruin
wh2_main_special_settlement_karaz_a_karak_skv_1	wh2_main_special_settlement_karaz_a_karak_skv_1	wh_main_building_dwf_settlement_major_1
wh2_main_special_settlement_karaz_a_karak_skv_2	wh2_main_special_settlement_karaz_a_karak_skv_2	wh_main_building_dwf_settlement_major_2
wh2_main_special_settlement_karaz_a_karak_skv_3	wh2_main_special_settlement_karaz_a_karak_skv_3	wh_main_building_dwf_settlement_major_3
wh2_main_special_settlement_karaz_a_karak_skv_4	wh2_main_special_settlement_karaz_a_karak_skv_4	wh_main_building_dwf_settlement_major_4
wh2_main_special_settlement_karaz_a_karak_skv_5	wh2_main_special_settlement_karaz_a_karak_skv_5	wh_main_building_dwf_settlement_major_5
wh2_main_special_settlement_karaz_a_karak_skv_ruin	wh2_main_special_settlement_karaz_a_karak_skv_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_khemri_tmb_1	wh2_dlc09_special_settlement_khemri_tmb_1	wh2_dlc09_tmb_settlement_khemri_1
wh2_main_special_settlement_khemri_tmb_2	wh2_dlc09_special_settlement_khemri_tmb_2	wh2_dlc09_tmb_settlement_khemri_2
wh2_main_special_settlement_khemri_tmb_3	wh2_dlc09_special_settlement_khemri_tmb_3	wh2_dlc09_tmb_settlement_khemri_3
wh2_main_special_settlement_khemri_tmb_4	wh2_dlc09_special_settlement_khemri_tmb_4	wh2_dlc09_tmb_settlement_khemri_4
wh2_main_special_settlement_khemri_tmb_5	wh2_dlc09_special_settlement_khemri_tmb_5	wh2_dlc09_tmb_settlement_khemri_5
wh2_main_special_settlement_khemri_tmb_ruin	wh2_dlc09_special_settlement_khemri_tmb_ruin	wh2_dlc09_special_settlement_khemri_tmb_ruin
wh2_main_special_settlement_lahmia_tmb_1	wh2_dlc09_special_settlement_lahmia_tmb_1	wh_main_building_vmp_settlement_major_1
wh2_main_special_settlement_lahmia_tmb_2	wh2_dlc09_special_settlement_lahmia_tmb_2	wh_main_building_vmp_settlement_major_2
wh2_main_special_settlement_lahmia_tmb_3	wh2_dlc09_special_settlement_lahmia_tmb_3	wh_main_building_vmp_settlement_major_3
wh2_main_special_settlement_lahmia_tmb_4	wh2_dlc09_special_settlement_lahmia_tmb_4	wh_main_building_vmp_settlement_major_4
wh2_main_special_settlement_lahmia_tmb_5	wh2_dlc09_special_settlement_lahmia_tmb_5	wh_main_building_vmp_settlement_major_5
wh2_main_special_settlement_lahmia_tmb_ruin	wh2_dlc09_special_settlement_lahmia_tmb_ruin	wh2_dlc09_tmb_settlement_major_ruin
wh2_main_special_settlement_lothern_1	wh2_main_special_settlement_lothern_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_2	wh2_main_special_settlement_lothern_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_3	wh2_main_special_settlement_lothern_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_4	wh2_main_special_settlement_lothern_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_ruin	wh2_main_special_settlement_lothern_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_sartosa_brt_1	wh2_main_special_settlement_sartosa_brt_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_sartosa_brt_2	wh2_main_special_settlement_sartosa_brt_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_sartosa_brt_3	wh2_main_special_settlement_sartosa_brt_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_sartosa_brt_4	wh2_main_special_settlement_sartosa_brt_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_sartosa_brt_5	wh2_main_special_settlement_sartosa_brt_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_sartosa_brt_ruin	wh2_main_special_settlement_sartosa_brt_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_sartosa_cst_1	wh2_main_special_settlement_sartosa_cst_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_sartosa_cst_2	wh2_main_special_settlement_sartosa_cst_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_sartosa_cst_3	wh2_main_special_settlement_sartosa_cst_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_sartosa_cst_4	wh2_main_special_settlement_sartosa_cst_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_sartosa_cst_5	wh2_main_special_settlement_sartosa_cst_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_sartosa_cst_ruin	wh2_main_special_settlement_sartosa_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_sartosa_def_1	wh2_main_special_settlement_sartosa_def_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_sartosa_def_2	wh2_main_special_settlement_sartosa_def_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_sartosa_def_3	wh2_main_special_settlement_sartosa_def_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_sartosa_def_4	wh2_main_special_settlement_sartosa_def_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_sartosa_def_5	wh2_main_special_settlement_sartosa_def_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_sartosa_def_ruin	wh2_main_special_settlement_sartosa_def_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_sartosa_emp_1	wh2_main_special_settlement_sartosa_emp_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_sartosa_emp_2	wh2_main_special_settlement_sartosa_emp_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_sartosa_emp_3	wh2_main_special_settlement_sartosa_emp_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_sartosa_emp_4	wh2_main_special_settlement_sartosa_emp_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_sartosa_emp_5	wh2_main_special_settlement_sartosa_emp_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_sartosa_emp_ruin	wh2_main_special_settlement_sartosa_emp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_sartosa_norscaruin_khorne		wh_dlc08_god_ruin_khorne
wh2_main_special_settlement_sartosa_norscaruin_nurgle		wh_dlc08_god_ruin_nurgle
wh2_main_special_settlement_sartosa_norscaruin_slaanesh		wh_dlc08_god_ruin_slaanesh
wh2_main_special_settlement_sartosa_norscaruin_tzeentch		wh_dlc08_god_ruin_tzeentch
wh2_main_special_settlement_skavenblight_1	wh2_main_special_settlement_skavenblight_1	wh2_main_building_skv_settlement_skavenblight_1
wh2_main_special_settlement_skavenblight_2	wh2_main_special_settlement_skavenblight_2	wh2_main_building_skv_settlement_skavenblight_2
wh2_main_special_settlement_skavenblight_3	wh2_main_special_settlement_skavenblight_3	wh2_main_building_skv_settlement_skavenblight_3
wh2_main_special_settlement_skavenblight_4	wh2_main_special_settlement_skavenblight_4	wh2_main_building_skv_settlement_skavenblight_4
wh2_main_special_settlement_skavenblight_5	wh2_main_special_settlement_skavenblight_5	wh2_main_building_skv_settlement_skavenblight_5
wh2_main_special_settlement_skavenblight_ruin	wh2_main_special_settlement_skavenblight_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_the_awakening_cst_1	wh2_main_special_settlement_the_awakening_cst_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_the_awakening_cst_2	wh2_main_special_settlement_the_awakening_cst_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_the_awakening_cst_3	wh2_main_special_settlement_the_awakening_cst_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_the_awakening_cst_4	wh2_main_special_settlement_the_awakening_cst_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_the_awakening_cst_5	wh2_main_special_settlement_the_awakening_cst_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_the_awakening_cst_ruin	wh2_main_special_settlement_the_awakening_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_the_awakening_norscaruin_khorne		wh_dlc08_god_ruin_khorne
wh2_main_special_settlement_the_awakening_norscaruin_nurgle		wh_dlc08_god_ruin_nurgle
wh2_main_special_settlement_the_awakening_norscaruin_slaanesh		wh_dlc08_god_ruin_slaanesh
wh2_main_special_settlement_the_awakening_norscaruin_tzeentch		wh_dlc08_god_ruin_tzeentch
wh2_main_special_settlement_the_awakening_other_1	wh2_main_special_settlement_the_awakening_other_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_main_special_settlement_the_awakening_other_2	wh2_main_special_settlement_the_awakening_other_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_main_special_settlement_the_awakening_other_3	wh2_main_special_settlement_the_awakening_other_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_main_special_settlement_the_awakening_other_4	wh2_main_special_settlement_the_awakening_other_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_main_special_settlement_the_awakening_other_5	wh2_main_special_settlement_the_awakening_other_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_main_special_settlement_the_awakening_other_ruin	wh2_main_special_settlement_the_awakening_other_ruin	wh_main_building_human_ruin
wh2_main_wef_oak_of_ages_occupied_1	wh2_main_wef_oak_of_ages_occupied_1	wh_dlc05_elf_oak_of_ages_1
wh2_main_wef_oak_of_ages_occupied_ruin	wh2_main_wef_oak_of_ages_occupied_ruin	wh_dlc05_elf_oak_of_ages_ruin
wh2_twa03_special_settlement_konquata_lzd_1	wh2_twa03_special_settlement_konquata_lzd_1	wh_main_building_vmp_settlement_major_1
wh2_twa03_special_settlement_konquata_lzd_2	wh2_twa03_special_settlement_konquata_lzd_2	wh_main_building_vmp_settlement_major_2
wh2_twa03_special_settlement_konquata_lzd_3	wh2_twa03_special_settlement_konquata_lzd_3	wh_main_building_vmp_settlement_major_3
wh2_twa03_special_settlement_konquata_lzd_4	wh2_twa03_special_settlement_konquata_lzd_4	wh_main_building_vmp_settlement_major_4
wh2_twa03_special_settlement_konquata_lzd_5	wh2_twa03_special_settlement_konquata_lzd_5	wh_main_building_vmp_settlement_major_5
wh2_twa03_special_settlement_konquata_lzd_ruin	wh2_twa03_special_settlement_konquata_lzd_ruin	wh_main_building_human_ruin
wh3_dlc20_settlement_woc_dark_fortress_1	wh3_dlc20_settlement_woc_dark_fortress_1	wh3_main_dae_settlement_major_1
wh3_dlc20_settlement_woc_dark_fortress_2	wh3_dlc20_settlement_woc_dark_fortress_2	wh3_main_dae_settlement_major_2
wh3_dlc20_settlement_woc_dark_fortress_3	wh3_dlc20_settlement_woc_dark_fortress_3	wh3_main_dae_settlement_major_3
wh3_dlc20_settlement_woc_dark_fortress_4	wh3_dlc20_settlement_woc_dark_fortress_4	wh3_main_dae_settlement_major_4
wh3_dlc20_settlement_woc_dark_fortress_5	wh3_dlc20_settlement_woc_dark_fortress_5	wh3_main_dae_settlement_major_5
wh3_dlc20_settlement_woc_dark_fortress_ruin	wh3_dlc20_settlement_woc_dark_fortress_ruin	wh_main_building_human_ruin
wh3_dlc20_woc_chaos_altar_major_human_1	wh3_dlc20_woc_chaos_altar_major_human_1	wh_main_HUMAN_settlement_minor_chaosruin
wh3_main_chs_settlement_major_ruin	wh3_main_chs_settlement_major_ruin	wh_main_building_human_ruin
wh3_main_chs_settlement_minor_1	wh3_main_chs_settlement_minor_1	wh3_main_dae_settlement_minor_1
wh3_main_chs_settlement_minor_2	wh3_main_chs_settlement_minor_2	wh3_main_dae_settlement_minor_2
wh3_main_chs_settlement_minor_3	wh3_main_chs_settlement_minor_3	wh3_main_dae_settlement_minor_3
wh3_main_chs_settlement_minor_ruin	wh3_main_chs_settlement_minor_ruin	wh_main_building_human_ruin
