ability	effect
wh2_dlc17_hero_abilities_cinderblast_shell	wh_main_all_strong_against_multiple
wh2_dlc17_hero_abilities_cinderblast_shell	wh_main_projectile_powerful_explosion
wh2_dlc17_hero_abilities_more_powder_generic	wh2_dlc11_all_replenish_ammo
wh2_dlc17_lord_abilities_bloodbeast	wh2_main_all_flaming
wh2_dlc17_lord_abilities_bloodbeast	wh2_main_all_good_against_armour
wh2_dlc17_lord_abilities_bloodbeast	wh_main_all_strong_against_unit
wh2_dlc17_lord_passive_greater_locus_of_power	wh2_dlc17_locus_of_power_miscast_caster
wh2_dlc17_passive_aura_of_vile_transmutation	wh_main_all_direct_damage
wh2_dlc17_rune_abilities_master_rune_of_breaking	wh_main_spell_upgraded_duration
wh2_dlc17_rune_abilities_master_rune_of_flight	wh2_main_all_good_against_armour
wh2_dlc17_rune_abilities_master_rune_of_flight	wh2_main_all_magical_and_flaming_medium
wh2_dlc17_rune_abilities_master_rune_of_flight	wh_main_projectile_effective_close_range
wh2_dlc17_rune_abilities_master_rune_of_flight	wh_main_projectile_high_penetration
wh2_dlc17_rune_abilities_master_rune_of_immolation	wh2_dlc15_self_bombard
wh2_dlc17_rune_abilities_master_rune_of_immolation	wh2_dlc15_tip_ignores_armour
wh2_dlc17_rune_abilities_master_rune_of_immolation	wh2_dlc15_tip_when_surrounded
wh2_dlc17_rune_abilities_master_rune_of_slowness	wh_dlc03_spell_upgraded_speed_reduction
wh2_dlc17_rune_abilities_master_rune_of_slowness	wh_main_spell_upgraded_duration
wh2_dlc17_rune_abilities_master_rune_of_speed	wh_main_spell_upgraded_duration
wh2_dlc17_rune_passive_master_rune_of_spite	wh_main_all_direct_damage
wh2_dlc17_spell_bound_lesser_banishment	wh2_main_all_good_against_armour
wh2_dlc17_spell_bound_lesser_banishment	wh2_main_spell_huge_vortex
wh2_dlc17_spell_bound_lesser_banishment	wh_main_all_strong_against_units
wh2_dlc17_spell_bound_lesser_chain_lightning	wh2_main_all_good_against_armour
wh2_dlc17_spell_bound_lesser_chain_lightning	wh2_main_spell_large_vortex
wh2_dlc17_spell_bound_lesser_chain_lightning	wh_main_all_strong_against_units
wh2_dlc17_spell_bound_lesser_chain_lightning	wh_main_all_weak_against_single
wh2_dlc17_spell_bound_savage_dominion	wh_dlc03_all_summon_cygor
wh2_dlc17_spell_bound_savage_dominion	wh_main_all_direct_damage_unbinding
wh2_dlc17_spell_bound_shield_of_thorns	wh3_main_spell_melee_damage_reflection
wh2_dlc17_spell_bound_unending_flock_of_doom	wh_dlc08_direct_damage_massive_unit
wh2_dlc17_spell_bound_unending_flock_of_doom	wh_main_all_direct_damage
wh2_dlc17_spell_bound_urannons_thunderbolt_upgraded	wh2_main_all_good_against_armour
wh2_dlc17_spell_bound_urannons_thunderbolt_upgraded	wh2_main_all_magical_damage_major
wh2_dlc17_spell_bound_urannons_thunderbolt_upgraded	wh_main_all_good_vs_artillery
wh2_dlc17_spell_bound_urannons_thunderbolt_upgraded	wh_main_all_strong_against_multiple
wh2_dlc17_spell_bound_urannons_thunderbolt_upgraded	wh_main_bombardment_small_strike_aoe
wh2_dlc17_spell_bound_urannons_thunderbolt	wh2_main_all_good_against_armour
wh2_dlc17_spell_bound_urannons_thunderbolt	wh2_main_all_magical_damage_major
wh2_dlc17_spell_bound_urannons_thunderbolt	wh_main_all_good_vs_artillery
wh2_dlc17_spell_bound_urannons_thunderbolt	wh_main_all_strong_against_multiple
wh2_dlc17_spell_bound_urannons_thunderbolt	wh_main_bombardment_small_strike_aoe
wh2_dlc17_spell_heavens_comet_of_casandora_bound_skink_oracle	wh2_main_all_good_against_armour
wh2_dlc17_spell_heavens_comet_of_casandora_bound_skink_oracle	wh2_main_all_huge_static_aoe
wh2_dlc17_spell_heavens_comet_of_casandora_bound_skink_oracle	wh2_main_all_magical_damage_massive
wh2_dlc17_spell_heavens_comet_of_casandora_bound_skink_oracle	wh_main_all_direct_damage_self
wh2_dlc17_spell_heavens_comet_of_casandora_bound_skink_oracle	wh_main_all_strong_against_units
wh2_dlc17_spell_heavens_comet_of_casandora_bound_skink_oracle	wh_main_bombardment_large_strike_aoe
wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded	wh_main_spell_upgraded_duration
wh2_dlc17_unit_passive_aura_of_madness	wh_main_all_direct_damage
wh2_dlc17_unit_passive_greater_aura_of_madness	wh_main_all_direct_damage
wh2_dlc17_unit_passive_horrible_regeneration	wh_main_all_resurrect
wh2_dlc17_unit_passive_horrible_regeneration	wh_main_all_resurrect_hp
wh2_dlc17_unit_passive_searing_bile_blood	wh2_dlc16_vortex_passive_melee
wh2_dlc17_unit_passive_searing_bile_blood	wh_main_all_armour_piercing
wh2_dlc17_unit_passive_searing_bile_blood	wh_main_all_strong_against_multiple
wh2_dlc17_unit_passive_spurting_bile_blood	wh2_dlc16_vortex_passive_melee
wh2_dlc17_unit_passive_spurting_bile_blood	wh_main_all_strong_against_multiple
wh2_dlc17_weapon_abilities_the_golden_blowpipe_of_ptoohee	wh2_main_army_ap_damage_ranged
wh2_dlc17_weapon_abilities_the_golden_blowpipe_of_ptoohee	wh_main_all_strong_against_single
wh2_dlc17_weapon_abilities_the_golden_blowpipe_of_ptoohee	wh_main_projectile_effective_close_range
wh2_dlc17_weapon_abilities_the_golden_blowpipe_of_ptoohee	wh_main_projectile_poor_penetration
wh2_main_army_abilities_bloodwrack_cauldron	wh2_main_army_ap_damage_explosion_ranged
wh2_main_army_abilities_bloodwrack_cauldron	wh2_main_army_damage_explosion_ranged
wh2_main_army_abilities_bloodwrack_cauldron	wh_main_all_magical
wh2_main_army_abilities_bloodwrack_cauldron	wh_main_all_strong_against_units
wh2_main_army_abilities_bloodwrack_cauldron	wh_main_all_weak_against_single
wh2_main_army_abilities_bolt_of_spite	wh2_main_army_homing
wh2_main_army_abilities_bolt_of_spite	wh_main_all_strong_against_single
wh2_main_army_abilities_bolt_of_spite	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_brazen_cauldron	wh2_main_army_ap_damage_ranged
wh2_main_army_abilities_brazen_cauldron	wh2_main_army_damage_ranged
wh2_main_army_abilities_brazen_cauldron	wh_main_all_magical
wh2_main_army_abilities_brazen_cauldron	wh_main_all_strong_against_units
wh2_main_army_abilities_brazen_cauldron	wh_main_all_weak_against_single
wh2_main_army_abilities_dark_conduit	wh2_main_all_good_against_armour
wh2_main_army_abilities_dark_conduit	wh2_main_all_huge_static_aoe
wh2_main_army_abilities_dark_conduit	wh2_main_spell_friendly_fire_explosion
wh2_main_army_abilities_eagle_sanctuary	wh2_main_all_summon_eagle
wh2_main_army_abilities_eagle_sanctuary	wh_main_all_summoned_unit
wh2_main_army_abilities_eagle_sanctuary	wh_main_all_summoned_unit_single_use
wh2_main_army_abilities_eshin_clanstone	wh_dlc08_direct_damage_medium_unit
wh2_main_army_abilities_eshin_clanstone	wh_main_all_direct_damage
wh2_main_army_abilities_eshin_clanstone	wh_main_all_strong_against_multiple
wh2_main_army_abilities_eshin_clanstone	wh_main_all_weak_against_single
wh2_main_army_abilities_feral_cold_ones	wh2_main_all_summon_feral_cold_ones
wh2_main_army_abilities_feral_cold_ones	wh_main_all_direct_damage_unbinding
wh2_main_army_abilities_feral_cold_ones	wh_main_all_summoned_unit
wh2_main_army_abilities_feral_cold_ones	wh_main_all_summoned_unit_single_use
wh2_main_army_abilities_geomantic_nexus	wh2_main_all_summon_skink_priest
wh2_main_army_abilities_geomantic_nexus	wh_main_all_direct_damage_unbinding
wh2_main_army_abilities_geomantic_nexus	wh_main_all_summoned_unit_magic
wh2_main_army_abilities_geomantic_nexus	wh_main_all_summoned_unit_single_use
wh2_main_army_abilities_khaines_flail	wh2_main_army_projectiles_2
wh2_main_army_abilities_khaines_flail	wh_main_all_good_vs_artillery
wh2_main_army_abilities_khaines_flail	wh_main_all_strong_against_multiple
wh2_main_army_abilities_khaines_flail	wh_main_all_weak_against_single
wh2_main_army_abilities_khaines_flail	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_khaines_lash	wh2_main_army_projectiles
wh2_main_army_abilities_khaines_lash	wh_main_all_good_vs_artillery
wh2_main_army_abilities_khaines_lash	wh_main_all_strong_against_multiple
wh2_main_army_abilities_khaines_lash	wh_main_all_weak_against_single
wh2_main_army_abilities_khaines_lash	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_khaines_scourge	wh2_main_army_projectiles_3
wh2_main_army_abilities_khaines_scourge	wh_main_all_good_vs_artillery
wh2_main_army_abilities_khaines_scourge	wh_main_all_strong_against_multiple
wh2_main_army_abilities_khaines_scourge	wh_main_all_weak_against_single
wh2_main_army_abilities_khaines_scourge	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_moulder_clanstone	wh_main_all_replenish
wh2_main_army_abilities_moulder_clanstone	wh_main_all_resurrect
wh2_main_army_abilities_moulder_clanstone	wh_main_all_resurrect_hp
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_magical_and_flaming
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_strong_against_units
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_weak_against_single
wh2_main_army_abilities_shadows_of_anlec	wh_main_vortex_large_breath
wh2_main_army_abilities_sky_cauldron	wh_main_all_magical
wh2_main_army_abilities_sky_cauldron	wh_main_all_strong_against_units
wh2_main_army_abilities_sky_cauldron	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_rain	wh2_main_army_scattershot
wh2_main_army_abilities_soul_rain	wh_main_all_strong_against_unit
wh2_main_army_abilities_soul_rain	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_rain	wh_main_bombardment_large_strike_aoe
wh2_main_army_abilities_soul_storm	wh2_main_army_scattershot_3
wh2_main_army_abilities_soul_storm	wh_main_all_strong_against_unit
wh2_main_army_abilities_soul_storm	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_storm	wh_main_bombardment_large_strike_aoe
wh2_main_army_abilities_soul_torrent	wh2_main_army_scattershot_2
wh2_main_army_abilities_soul_torrent	wh_main_all_strong_against_unit
wh2_main_army_abilities_soul_torrent	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_torrent	wh_main_bombardment_large_strike_aoe
wh2_main_army_abilities_the_menace_below	wh2_main_all_summon_clan_rats
wh2_main_army_abilities_the_menace_below	wh_main_all_direct_damage_unbinding
wh2_main_army_abilities_vauls_hammer	wh2_main_all_allows_siege_assaults
wh2_main_army_abilities_vauls_hammer	wh2_main_all_building_equipment_target
wh2_main_army_abilities_vauls_hammer	wh_main_projectile_powerful_explosion
wh2_main_army_abilities_vortic_blast	wh2_main_spell_shrapnel_magical
wh2_main_army_abilities_vortic_blast	wh_main_projectile_powerful_explosion
wh2_main_army_abilities_vortic_enrichment	wh2_main_spell_friendly_fire_explosion
wh2_main_army_abilities_vortic_enrichment	wh2_main_spell_shrapnel_magical_healing
wh2_main_army_abilities_vortic_enrichment	wh_main_projectile_powerful_explosion
wh2_main_army_abilities_warpbomb	wh2_main_army_sacrifice
wh2_main_army_abilities_warpbomb	wh_main_projectile_powerful_explosion
wh2_main_character_abilities_arcane_vassal	wh2_main_spell_friendly_fire_explosion
wh2_main_character_abilities_arcane_vassal	wh2_main_spell_shrapnel_magical
wh2_main_character_abilities_arcane_vassal	wh_main_all_weak_against_single
wh2_main_character_abilities_concealment_bombs	wh2_main_all_flanking
wh2_main_character_abilities_concealment_bombs	wh2_main_all_hiding
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_spell_escape
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_spell_friendly_fire_explosion
wh2_main_character_abilities_swiftness_of_itzl	wh_main_all_poor_vs_large
wh2_main_character_abilities_verminous_valour	wh2_main_spell_escape
wh2_main_character_abilities_verminous_valour	wh2_main_spell_friendly_fire_explosion
wh2_main_character_abilities_verminous_valour	wh_main_all_poor_vs_large
wh2_main_character_abilities_volley_of_dark_arrows	wh3_main_projectile_requires_line_of_sight
wh2_main_character_abilities_volley_of_dark_arrows	wh_main_all_armour_piercing
wh2_main_character_abilities_volley_of_dark_arrows	wh_main_projectile_effective_long_range
wh2_main_character_abilities_volley_of_dark_arrows	wh_main_projectile_high_penetration
wh2_main_character_abilities_volley_of_high_arrows	wh3_main_projectile_requires_line_of_sight
wh2_main_character_abilities_volley_of_high_arrows	wh_main_all_armour_piercing
wh2_main_character_abilities_volley_of_high_arrows	wh_main_projectile_effective_long_range
wh2_main_character_abilities_volley_of_high_arrows	wh_main_projectile_high_penetration
wh2_main_hero_abilities_doomrocket	wh2_main_spell_shrapnel_flak
wh2_main_hero_abilities_doomrocket	wh3_main_projectile_requires_line_of_sight
wh2_main_hero_abilities_doomrocket	wh_main_all_magical_and_flaming
wh2_main_hero_abilities_doomrocket	wh_main_all_strong_against_multiple
wh2_main_hero_abilities_doomrocket	wh_main_all_weak_against_single
wh2_main_hero_abilities_doomrocket	wh_main_projectile_effective_long_range
wh2_main_item_abilities_armour_of_the_stars	wh2_main_all_flanking
wh2_main_item_abilities_armour_of_the_stars	wh2_main_all_hiding
wh2_main_item_abilities_black_dragon_egg	wh2_main_all_good_against_armour
wh2_main_item_abilities_black_dragon_egg	wh_main_all_strong_against_units
wh2_main_item_abilities_black_dragon_egg	wh_main_vortex_large_breath_long
wh2_main_item_abilities_blood_statuette_of_spite	wh_dlc08_direct_damage_medium_unit
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_direct_damage
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_strong_against_multiple
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_weak_against_single
wh2_main_item_abilities_rod_of_corruption	wh_dlc08_direct_damage_medium_unit
wh2_main_item_abilities_rod_of_corruption	wh_main_all_direct_damage
wh2_main_item_abilities_rod_of_corruption	wh_main_all_strong_against_multiple
wh2_main_item_abilities_rod_of_corruption	wh_main_all_weak_against_single
wh2_main_item_abilities_skalm	wh_main_all_replenish
wh2_main_item_abilities_the_liber_bubonicus	wh_dlc08_direct_damage_character_unit
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_direct_damage
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_strong_against_single
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_weak_against_multiple
wh2_main_item_abilities_warpstorm_scroll	wh_dlc08_direct_damage_character_unit
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_direct_damage
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_strong_against_multiple
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_weak_against_single
wh2_main_item_bound_gilded_horn_of_galon_konook	wh2_main_spell_medium_vortex
wh2_main_item_bound_gilded_horn_of_galon_konook	wh_main_all_strong_against_units
wh2_main_item_bound_gilded_horn_of_galon_konook	wh_main_all_weak_against_single
wh2_main_item_passive_heart_of_averlorn	wh_main_all_replenish_burst
wh2_main_item_passive_supreme_spellshield	wh2_main_all_increases_with_enemies_in_range
wh2_main_item_passive_the_book_of_the_phoenix	wh2_main_all_rebirth_buff_chance
wh2_main_item_passive_the_book_of_the_phoenix	wh2_main_all_rebirth_debuff_chance
wh2_main_item_passive_warpstone_armour	wh_main_all_direct_damage
wh2_main_item_passive_warpstone_armour	wh_main_all_strong_against_multiple
wh2_main_item_passive_warpstone_armour	wh_main_all_weak_against_single
wh2_main_lord_abilities_gaze_of_malice	wh_main_all_strong_against_units
wh2_main_lord_abilities_gaze_of_malice	wh_main_vortex_large_breath_short
wh2_main_lord_abilities_potion_of_charoi	wh_main_all_replenish
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_all_random_launch_direction
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_army_vortices_3
wh2_main_lord_abilities_the_ruination_of_cities	wh_main_all_strong_against_units
wh2_main_lord_abilities_the_ruination_of_cities	wh_main_all_weak_against_single
wh2_main_lore_passive_musk_of_fear	wh_dlc05_spell_trigger_when_casting
wh2_main_lore_passive_plague_rash	wh_dlc05_spell_trigger_when_casting
wh2_main_lore_passive_shield_of_saphery	wh_dlc05_spell_trigger_when_casting
wh2_main_lore_passive_spiteful_conjuration	wh_dlc05_spell_trigger_when_casting
wh2_main_mount_bound_pestilent_breath	wh_main_all_strong_against_units
wh2_main_mount_bound_pestilent_breath	wh_main_vortex_large_breath
wh2_main_mount_bound_scorch	wh2_main_all_magical_and_flaming_major
wh2_main_mount_bound_scorch	wh_main_all_strong_against_units
wh2_main_mount_bound_scorch	wh_main_all_weak_against_single
wh2_main_mount_bound_scorch	wh_main_vortex_large_breath_long
wh2_main_mount_passive_billowing_death	wh_main_all_direct_damage
wh2_main_spell_bound_black_staff	wh_main_all_direct_damage_self
wh2_main_spell_bound_hand_of_gods	wh2_main_all_good_against_armour
wh2_main_spell_bound_hand_of_gods	wh2_main_all_magical_and_flaming_major
wh2_main_spell_bound_hand_of_gods	wh_main_all_good_vs_large
wh2_main_spell_bound_hand_of_gods	wh_main_all_strong_against_single
wh2_main_spell_bound_khaines_ring_of_fury	wh2_main_all_good_against_armour
wh2_main_spell_bound_khaines_ring_of_fury	wh2_main_all_magical_and_flaming_major
wh2_main_spell_bound_khaines_ring_of_fury	wh2_main_spell_medium_wind
wh2_main_spell_bound_khaines_ring_of_fury	wh_main_all_strong_against_units
wh2_main_spell_bound_khaines_ring_of_fury	wh_main_all_weak_against_single
wh2_main_spell_bound_radiant_gem_of_hoeth	wh_main_all_replenish
wh2_main_spell_bound_ring_of_corin	wh_dlc08_direct_damage_character_unit
wh2_main_spell_bound_ring_of_corin	wh_main_all_strong_against_single
wh2_main_spell_bound_ring_of_corin	wh_main_all_weak_against_multiple
wh2_main_spell_bound_rod_of_the_storm	wh2_main_all_good_against_armour
wh2_main_spell_bound_rod_of_the_storm	wh2_main_all_magical_damage_major
wh2_main_spell_bound_rod_of_the_storm	wh_main_all_good_vs_artillery
wh2_main_spell_bound_rod_of_the_storm	wh_main_all_strong_against_multiple
wh2_main_spell_bound_rod_of_the_storm	wh_main_bombardment_small_strike_aoe
wh2_main_spell_bound_rubric_of_dark_dimensions	wh2_main_all_good_against_armour
wh2_main_spell_bound_rubric_of_dark_dimensions	wh2_main_all_huge_static_aoe
wh2_main_spell_bound_rubric_of_dark_dimensions	wh_main_all_strong_against_units
wh2_main_spell_bound_the_gem_of_sunfire	wh2_main_all_magical_and_flaming_major
wh2_main_spell_bound_the_gem_of_sunfire	wh2_main_spell_medium_vortex
wh2_main_spell_bound_the_gem_of_sunfire	wh_main_all_strong_against_units
wh2_main_spell_bound_the_gem_of_sunfire	wh_main_all_weak_against_single
wh2_main_spell_bound_tome_of_furion	wh2_main_all_magical_damage_major
wh2_main_spell_bound_tome_of_furion	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_bound_tome_of_furion	wh_main_all_strong_against_single
wh2_main_spell_bound_tome_of_furion	wh_main_all_strong_against_unit
wh2_main_spell_bound_wand_of_the_kharaidon	wh2_main_all_magical_damage_major
wh2_main_spell_bound_wand_of_the_kharaidon	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_bound_wand_of_the_kharaidon	wh_main_all_strong_against_single
wh2_main_spell_bound_wand_of_the_kharaidon	wh_main_all_strong_against_unit
wh2_main_spell_dark_magic_bladewind_upgraded	wh2_main_spell_large_vortex
wh2_main_spell_dark_magic_bladewind_upgraded	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_bladewind_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_dark_magic_bladewind	wh2_main_spell_large_vortex
wh2_main_spell_dark_magic_bladewind	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_spell_small_wind
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_spell_upgraded_frostbite
wh2_main_spell_dark_magic_chillwind_upgraded	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_chillwind	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_chillwind	wh2_main_spell_small_wind
wh2_main_spell_dark_magic_chillwind	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_doombolt_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_doombolt_upgraded	wh2_main_all_magical_damage_major
wh2_main_spell_dark_magic_doombolt_upgraded	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_dark_magic_doombolt_upgraded	wh_main_all_strong_against_single
wh2_main_spell_dark_magic_doombolt_upgraded	wh_main_all_strong_against_unit
wh2_main_spell_dark_magic_doombolt_upgraded	wh_main_spell_upgraded_ap_damage_ranged
wh2_main_spell_dark_magic_doombolt	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_doombolt	wh2_main_all_magical_damage_major
wh2_main_spell_dark_magic_doombolt	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_dark_magic_doombolt	wh_main_all_strong_against_single
wh2_main_spell_dark_magic_doombolt	wh_main_all_strong_against_unit
wh2_main_spell_dark_magic_power_of_darkness	wh_main_all_direct_damage_self
wh2_main_spell_dark_magic_soul_stealer	wh2_main_spell_absorb_hp
wh2_main_spell_dark_magic_soul_stealer	wh_dlc08_direct_damage_character_unit
wh2_main_spell_dark_magic_soul_stealer	wh_main_all_direct_damage
wh2_main_spell_dark_magic_soul_stealer	wh_main_all_strong_against_single
wh2_main_spell_dark_magic_soul_stealer	wh_main_all_weak_against_multiple
wh2_main_spell_dark_magic_word_of_pain_upgraded	wh2_main_spell_upgraded_melee_defence
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh2_main_all_huge_static_aoe
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh2_main_all_summon_stormvermin
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh_main_all_direct_damage_unbinding
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh_main_all_strong_against_units
wh2_main_spell_high_magic_apotheosis_upgraded	wh_main_all_replenish
wh2_main_spell_high_magic_apotheosis_upgraded	wh_main_spell_upgraded_cast_range
wh2_main_spell_high_magic_apotheosis	wh_main_all_replenish
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh2_main_spell_upgraded_cooldown
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_dlc08_direct_damage_character_unit
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_main_all_strong_against_single
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_main_all_weak_against_multiple
wh2_main_spell_high_magic_arcane_unforging	wh_dlc08_direct_damage_character_unit
wh2_main_spell_high_magic_arcane_unforging	wh_main_all_strong_against_single
wh2_main_spell_high_magic_arcane_unforging	wh_main_all_weak_against_multiple
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh2_main_all_magical_and_flaming_major
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh2_main_spell_medium_wind
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_main_all_strong_against_units
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_main_all_weak_against_single
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_main_spell_upgraded_ap_damage
wh2_main_spell_high_magic_fiery_convocation	wh2_main_all_good_against_armour
wh2_main_spell_high_magic_fiery_convocation	wh2_main_all_magical_and_flaming_major
wh2_main_spell_high_magic_fiery_convocation	wh2_main_spell_medium_wind
wh2_main_spell_high_magic_fiery_convocation	wh_main_all_strong_against_units
wh2_main_spell_high_magic_fiery_convocation	wh_main_all_weak_against_single
wh2_main_spell_high_magic_hand_of_glory_upgraded	wh2_main_spell_upgraded_reloading
wh2_main_spell_high_magic_soul_quench_upgraded	wh2_main_all_magical_damage_moderate
wh2_main_spell_high_magic_soul_quench_upgraded	wh3_main_projectile_requires_line_of_sight
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_all_direct_damage
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_all_strong_against_multiple
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_projectile_effective_long_range
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_projectile_powerful_explosion
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_spell_upgraded_damage
wh2_main_spell_high_magic_soul_quench	wh2_main_all_magical_damage_moderate
wh2_main_spell_high_magic_soul_quench	wh3_main_projectile_requires_line_of_sight
wh2_main_spell_high_magic_soul_quench	wh_main_all_direct_damage
wh2_main_spell_high_magic_soul_quench	wh_main_all_strong_against_multiple
wh2_main_spell_high_magic_soul_quench	wh_main_projectile_effective_long_range
wh2_main_spell_high_magic_soul_quench	wh_main_projectile_powerful_explosion
wh2_main_spell_high_magic_tempest_upgraded	wh_dlc08_direct_damage_character_unit
wh2_main_spell_high_magic_tempest_upgraded	wh_main_all_good_against_flying
wh2_main_spell_high_magic_tempest_upgraded	wh_main_all_strong_against_single
wh2_main_spell_high_magic_tempest_upgraded	wh_main_spell_upgraded_damage
wh2_main_spell_high_magic_tempest	wh_dlc08_direct_damage_character_unit
wh2_main_spell_high_magic_tempest	wh_main_all_good_against_flying
wh2_main_spell_high_magic_tempest	wh_main_all_strong_against_single
wh2_main_spell_plague_bless_with_filth_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_plague_pestilent_birth	wh2_main_all_summon_plague_monks
wh2_main_spell_plague_pestilent_birth	wh_dlc04_all_summon_flanker
wh2_main_spell_plague_pestilent_birth	wh_main_all_direct_damage_unbinding
wh2_main_spell_plague_pestilent_breath_upgraded	wh2_main_spell_upgraded_poison
wh2_main_spell_plague_pestilent_breath_upgraded	wh_main_all_strong_against_units
wh2_main_spell_plague_pestilent_breath_upgraded	wh_main_vortex_large_breath
wh2_main_spell_plague_pestilent_breath	wh_main_all_strong_against_units
wh2_main_spell_plague_pestilent_breath	wh_main_vortex_large_breath
wh2_main_spell_plague_plague_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_plague_plague_upgraded	wh_main_all_strong_against_units
wh2_main_spell_plague_plague_upgraded	wh_main_all_weak_against_single
wh2_main_spell_plague_plague_upgraded	wh_main_spell_upgraded_ap_damage
wh2_main_spell_plague_plague_upgraded	wh_main_vortex_large_expanding_aoe
wh2_main_spell_plague_plague	wh2_main_all_good_against_armour
wh2_main_spell_plague_plague	wh_main_all_strong_against_units
wh2_main_spell_plague_plague	wh_main_all_weak_against_single
wh2_main_spell_plague_plague	wh_main_vortex_large_expanding_aoe
wh2_main_spell_plague_vermintide	wh2_main_all_summon_clan_rats
wh2_main_spell_plague_vermintide	wh_main_all_defend_vs_charge
wh2_main_spell_plague_vermintide	wh_main_all_direct_damage_unbinding
wh2_main_spell_plague_wither_upgraded	wh_main_spell_upgraded_armour
wh2_main_spell_ruin_cracks_call_upgraded	wh2_main_spell_medium_wind
wh2_main_spell_ruin_cracks_call_upgraded	wh_main_all_strong_against_units
wh2_main_spell_ruin_cracks_call_upgraded	wh_main_all_weak_against_single
wh2_main_spell_ruin_cracks_call_upgraded	wh_main_spell_upgraded_damage
wh2_main_spell_ruin_cracks_call	wh2_main_all_good_against_armour
wh2_main_spell_ruin_cracks_call	wh2_main_spell_medium_wind
wh2_main_spell_ruin_cracks_call	wh_main_all_strong_against_units
wh2_main_spell_ruin_cracks_call	wh_main_all_weak_against_single
wh2_main_spell_ruin_death_frenzy_upgraded	wh_main_spell_upgraded_added_effect_range
wh2_main_spell_ruin_howling_warpgale_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_ruin_scorch_upgraded	wh2_main_all_magical_and_flaming_major
wh2_main_spell_ruin_scorch_upgraded	wh_main_all_strong_against_units
wh2_main_spell_ruin_scorch_upgraded	wh_main_all_weak_against_single
wh2_main_spell_ruin_scorch_upgraded	wh_main_spell_upgraded_cast_range
