character_name	character_level	forename	magic_lore	num_men	surname	unit_type	agent_type	agent_subtype	portrait	character_model	skillset	male
wh3_main_qb_ogr_greasus_overtyrants_crown_player	10	1593530950		100	621417306	wh3_main_ogr_cha_greasus_goldtooth_0	general	wh3_main_ogr_greasus_goldtooth	ui/portraits/portholes/wh3_main_ogr_ogre_kingdoms/ogr_greasus_0.png	777462351		true
wh3_main_qb_ogr_greasus_overtyrants_crown_reinforcements_1	4	2147344511		100	2147344530	wh_main_grn_cha_goblin_big_boss_4	spy	wh_main_grn_goblin_big_boss	ui/portraits/portholes/wh_main_grn_greenskins/grn_goblin_bigboss_campaign_01_0.png	3327		true
wh3_main_qb_ogr_greasus_overtyrants_crown_reinforcements_2	10	2147344803		100	2147344904	wh_main_grn_cha_orc_warboss_0	general	wh_main_grn_orc_warboss	ui/portraits/portholes/wh_main_grn_greenskins/grn_orc_warbosses_campaign_01_0.png	3355		true
wh3_main_qb_ogr_skrag_cauldron_of_the_great_maw_attacker_grey_seer	6	2052278213	wh2_main_lore_ruin	100	219435187	wh2_main_skv_cha_grey_seer_ruin_0	general	wh2_main_skv_grey_seer_ruin	ui/portraits/portholes/wh2_main_skv_skaven/skv_grey_seer_campaign_02_0.png	589052783		true
wh3_main_qb_ogr_skrag_cauldron_of_the_great_maw_attacker_warlord	13	2147360573		100	1289169483	wh2_main_skv_cha_warlord_0	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	5625		true
wh3_main_qb_ogr_skrag_cauldron_of_the_great_maw_player	10	699708189	wh3_main_lore_of_great_maw	100	621417306	wh3_main_ogr_cha_skrag_the_slaughterer_0	general	wh3_main_ogr_skrag_the_slaughterer	ui/portraits/portholes/wh3_main_ogr_ogre_kingdoms/ogr_skrag_0.png	740581662		true
wh3_main_qb_sla_nkari_sword_defender_01	5	1163945081		100	2147360506	wh2_main_hef_cha_prince_3	general	wh2_main_hef_prince	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_03_0.png	573504198		true
wh3_main_qb_sla_nkari_sword_defender_02	5	1091045834	wh_dlc05_lore_shadows	100	2147360506	wh2_dlc10_hef_cha_mage_shadows_0	wizard	wh2_dlc10_hef_mage_shadows	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	5671		false
wh3_main_qb_sla_nkari_sword_defender_03	5	2147359081		100	2147360506	wh2_main_hef_cha_noble_0	champion	wh2_main_hef_noble	ui/portraits/portholes/wh2_main_hef_high_elves/hef_noble_campaign_03_0.png	5674		true
wh3_main_qb_sla_nkari_sword_player_01	10	1637310637	wh3_main_lore_slaanesh	100	201891974	wh3_main_sla_cha_nkari_0	general	wh3_main_sla_nkari	ui/portraits/portholes/wh3_main_sla_slaanesh/dae_nkari_0.png	2047614768		true
wh3_main_qb_sla_nkari_sword_player_02	8	37700146	wh3_main_lore_slaanesh	100	201891974	wh3_main_sla_cha_alluress_slaanesh_0	engineer	wh3_main_sla_alluress_slaanesh	UI/Portraits/Portholes/wh3_main_sla_slaanesh/dae_daemonette_alluress_campaign_01_0.png	1936507099		false
wh3_main_qb_sla_nkari_sword_player_03	6	1378207799		100	201891974	wh3_main_sla_cha_cultist_0	dignitary	wh3_main_sla_cultist	ui/portraits/portholes/wh3_main_sla_slaanesh/dae_cultist_of_slaanesh_campaign_01_0.png	1888623055		true
wh3_main_qb_tze_kairos_staff_of_tomorrow_defender	5	2107401518	wh3_main_lore_tzeentch	100	915706158	wh3_main_tze_cha_kairos_fateweaver_0	general	wh3_main_tze_kairos	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_kairos_0.png	1062739079		true
wh3_main_qb_tze_kairos_staff_of_tomorrow_player	10	2107401518	wh3_main_lore_tzeentch	100	915706158	wh3_main_tze_cha_kairos_fateweaver_0	general	wh3_main_tze_kairos	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_kairos_0.png	1062739079		true
wh3_main_qb_tze_kairos_staff_of_tomorrow_reinforcements	15	2107401518	wh3_main_lore_tzeentch	100	915706158	wh3_main_tze_cha_kairos_fateweaver_0	general	wh3_main_tze_kairos	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_kairos_0.png	1062739079		true
wh3_main_sla_cha_cultist_0	1	2147357836		100	1003570063	wh3_main_sla_cha_cultist_0	dignitary	wh3_main_sla_cultist	ui/portraits/portholes/wh3_main_sla_slaanesh/dae_cultist_of_slaanesh_campaign_01_0.png	1888623055		true
wh3_main_sla_cha_herald_of_slaanesh_shadow_0	1	1044606327	wh_dlc05_lore_shadows	100	1064315877	wh3_main_sla_cha_herald_of_slaanesh_shadow_0	general	wh3_main_sla_herald_of_slaanesh_shadow	UI/Portraits/Portholes/wh3_main_sla_slaanesh/dae_daemonette_herald_campaign_01_0.png	1794330725		true
wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0	1	1044606327	wh3_main_lore_slaanesh	100	1064315877	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0	general	wh3_main_sla_herald_of_slaanesh_slaanesh	UI/Portraits/Portholes/wh3_main_sla_slaanesh/dae_daemonette_herald_campaign_02_0.png	1254523302		true
wh3_main_sla_cha_nkari_0	1	1637310637	wh3_main_lore_slaanesh	100	201891974	wh3_main_sla_cha_nkari_0	general	wh3_main_sla_nkari	ui/portraits/portholes/wh3_main_sla_slaanesh/dae_nkari_0.png	2047614768		true
wh3_main_survival_dae_cha_belakor_01	40	1088515835	wh_dlc05_lore_shadows	100	2147351620	wh3_survival_dae_cha_be_lakor_01	general	wh3_survival_dae_cha_belakor_01	ui/portraits/portholes/wh3_main_dae_daemons/dae_belakor_0.png	1506403358	wh_dlc07_skill_node_set_chs_chaos_sorcerer_shadows	true
wh3_main_survival_kho_cha_bloodreaper	1	1044876956		100	1439906730	wh3_main_kho_cha_bloodreaper_2	champion	wh3_main_kho_bloodreaper	ui/portraits/portholes/wh3_main_kho_khorne/dae_bloodreaper_campaign_01_0.png	951767459		true
wh3_main_survival_kho_cha_bloodreaper_1_demo	1	1044876956		100	1439906730	wh3_main_kho_cha_bloodreaper_1	champion	wh3_main_kho_bloodreaper	ui/portraits/portholes/wh3_main_kho_khorne/dae_bloodreaper_campaign_01_0.png	951767459		true
wh3_main_survival_kho_cha_cultist	1	115343401		100	2147357836	wh3_main_kho_cha_cultist_0	dignitary	wh3_main_kho_cultist	ui/portraits/portholes/wh3_main_kho_khorne/dae_cultist_of_khorne_campaign_01_0.png	1462579082		true
wh3_main_survival_kho_cha_daemon_prince_of_khorne	25	1109295885		100	821047746	wh3_survival_kho_cha_daemon_prince_of_khorne	general	wh3_survival_kho_cha_daemon_prince_of_khorne	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	2090429834		true
wh3_main_survival_kho_cha_daemon_prince_of_khorne_fe	25	1109295885		100	821047746	wh3_survival_kho_cha_daemon_prince_of_khorne	general	wh3_survival_kho_cha_daemon_prince_of_khorne_fe	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	2090429834		true
wh3_main_survival_kho_cha_exalted_bloodthirster	1	140485317		100	2127179687	wh3_main_kho_cha_exalted_bloodthirster_0	general	wh3_main_kho_exalted_bloodthirster	ui/portraits/portholes/wh3_main_kho_khorne/dae_bloodthirster_exalted_campaign_01_0.png	1976758107	wh3_main_skill_node_set_kho_exalted_bloodthirster	true
wh3_main_survival_kho_cha_exalted_bloodthirster_0_demo	10	140485317		100	2127179687	wh3_survival_kho_cha_exalted_bloodthirster_0	general	wh3_main_kho_exalted_bloodthirster	ui/portraits/portholes/wh3_main_kho_khorne/dae_bloodthirster_exalted_campaign_01_0.png	1976758107		true
wh3_main_survival_ksl_cha_katarin_0	1	1506497736	wh3_main_lore_of_ice	100	2147358958	wh3_main_ksl_cha_katarin_0	general	wh3_main_ksl_katarin	ui/portraits/portholes/wh3_main_ksl_kislev/ksl_katarin_0.png	1531171145		true
wh3_main_survival_ksl_cha_patriarch_2	1	1372111126		100	134679506	wh3_main_ksl_cha_patriarch_2	dignitary	wh3_main_ksl_patriarch	ui/portraits/portholes/wh3_main_ksl_kislev/ksl_patriarch_campaign_01_0.png	675298487		true
wh3_main_survival_nur_cha_cultist	1	1041722221		100	2147357836	wh3_main_nur_cha_cultist_0	dignitary	wh3_main_nur_cultist	ui/portraits/portholes/wh3_main_nur_nurgle/dae_cultist_of_nurgle_campaign_01_0.png	769564553		true
wh3_main_survival_nur_cha_daemon_prince_of_nurgle	25	817769626	wh3_main_lore_nurgle	100	318994058	wh3_survival_nur_cha_daemon_prince_of_nurgle	general	wh3_survival_nur_cha_daemon_prince_of_nurgle	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	136793580		true
wh3_main_survival_nur_cha_daemon_prince_of_nurgle_fe	25	817769626	wh3_main_lore_nurgle	100	318994058	wh3_survival_nur_cha_daemon_prince_of_nurgle	general	wh3_survival_nur_cha_daemon_prince_of_nurgle_fe	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	136793580		true
wh3_main_survival_nur_cha_exalted_great_unclean_one_nurgle	1	1048634847	wh3_main_lore_nurgle	100	1016136326	wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0	general	wh3_main_nur_exalted_great_unclean_one_nurgle	ui/portraits/portholes/wh3_main_nur_nurgle/dae_exalted_great_unclean_one_campaign_02_0.png	1103861816	wh3_main_skill_node_set_nur_exalted_great_unclean_one	true
wh3_main_survival_nur_cha_plagueridden_death	1	1058399806	wh_main_lore_death	100	1033918902	wh3_main_nur_cha_plagueridden_death_2	spy	wh3_main_nur_plagueridden_death	ui/portraits/portholes/wh3_main_nur_nurgle/dae_plaguebearer_plagueridden_campaign_01_0.png	2136769907		true
wh3_main_survival_sla_cha_alluress_shadow	1	1003570063	wh_dlc05_lore_shadows	100	1064315877	wh3_main_sla_cha_alluress_shadow_3	engineer	wh3_main_sla_alluress_shadow	UI/Portraits/Portholes/wh3_main_sla_slaanesh/dae_daemonette_alluress_campaign_01_0.png	1936507099		true
wh3_main_survival_sla_cha_cultist	1	1003570063		100	2147357836	wh3_main_sla_cha_cultist_0	dignitary	wh3_main_sla_cultist	ui/portraits/portholes/wh3_main_sla_slaanesh/dae_cultist_of_slaanesh_campaign_01_0.png	1888623055		true
wh3_main_survival_sla_cha_daemon_prince_of_slaanesh	25	22177992	wh3_main_lore_slaanesh	100	1155984614	wh3_survival_sla_cha_daemon_prince_of_slaanesh	general	wh3_survival_sla_cha_daemon_prince_of_slaanesh	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	1473987132		true
wh3_main_survival_sla_cha_daemon_prince_of_slaanesh_fe	25	22177992	wh3_main_lore_slaanesh	100	1155984614	wh3_survival_sla_cha_daemon_prince_of_slaanesh	general	wh3_survival_sla_cha_daemon_prince_of_slaanesh_fe	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	1473987132		true
wh3_main_survival_sla_cha_exalted_keeper_of_secrets_slaanesh	1	1071742272	wh3_main_lore_slaanesh	100	1801813096	wh3_main_sla_cha_exalted_keeper_of_secrets_slaanesh_0	general	wh3_main_sla_exalted_keeper_of_secrets_slaanesh	ui/portraits/portholes/wh3_main_sla_slaanesh/dae_keeper_of_secret_exalted_campaign_01_0.png	1891446852	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	true
wh3_main_survival_tze_cha_cultist	1	1024060622		100	2147357836	wh3_main_tze_cha_cultist_0	dignitary	wh3_main_tze_cultist	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_survival_tze_cha_daemon_prince_of_tzeentch	25	1165847518	wh3_main_lore_tzeentch	100	665979753	wh3_survival_tze_cha_daemon_prince_of_tzeentch	general	wh3_survival_tze_cha_daemon_prince_of_tzeentch	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	524232460		true
wh3_main_survival_tze_cha_daemon_prince_of_tzeentch_fe	25	1165847518	wh3_main_lore_tzeentch	100	665979753	wh3_survival_tze_cha_daemon_prince_of_tzeentch	general	wh3_survival_tze_cha_daemon_prince_of_tzeentch_fe	ui/portraits/portholes/wh3_main_dae_daemons/dae_prince_0.png	524232460		true
wh3_main_survival_tze_cha_exalted_lord_of_change_tzeentch	1	1030867864	wh3_main_lore_tzeentch	100	1789666956	wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0	general	wh3_main_tze_exalted_lord_of_change_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_exalted_lord_of_change_campaign_01_0.png	749900404	wh3_main_skill_node_set_tze_exalted_lord_of_change	true
wh3_main_survival_tze_cha_iridescent_horror_metal	1	1040488644	wh_main_lore_metal	100	1361777263	wh3_main_tze_cha_iridescent_horror_metal_2	wizard	wh3_main_tze_iridescent_horror_metal	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_horror_irridescent_campaign_01_0.png	4653101		true
wh3_main_tut_scenario_player_cav_attacker_1	3	2147345641		100	2147356373	wh_main_nor_cha_marauder_chieftan_0	general	wh_main_nor_marauder_chieftain	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_01_0.png	3509	wh_main_skill_node_set_chs_lord	true
wh3_main_tut_scenario_player_cav_player	15	2147358931	wh_dlc05_lore_life	100	2147358913	wh_dlc07_brt_cha_fay_enchantress_1	general	wh_dlc07_brt_fay_enchantress	UI/Portraits/Portholes/wh_main_brt_bretonnia/brt_ch_fay_enchantress_0.png	5480		false
wh3_main_tze_cha_cultist_0	1	2147357836		100	1024060622	wh3_main_tze_cha_cultist_0	dignitary	wh3_main_tze_cultist	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_exalted_lord_of_change_metal_0	1	2147357518	wh_main_lore_metal	100	2147357523	wh3_main_tze_cha_exalted_lord_of_change_metal_0	general	wh3_main_tze_exalted_lord_of_change_metal	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_exalted_lord_of_change_campaign_01_0.png	1141992951		true
wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0	1	2147357518	wh3_main_lore_tzeentch	100	2147357523	wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0	general	wh3_main_tze_exalted_lord_of_change_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_exalted_lord_of_change_campaign_01_0.png	1141992951		true
wh3_main_tze_cha_herald_of_tzeentch_metal_0	1	1076925295	wh_main_lore_metal	100	915706158	wh3_main_tze_cha_herald_of_tzeentch_metal_0	general	wh3_main_tze_herald_of_tzeentch_metal	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_herald_of_tzeentch_metal_1	1	1076925295	wh_main_lore_metal	100	915706158	wh3_main_tze_cha_herald_of_tzeentch_metal_1	general	wh3_main_tze_herald_of_tzeentch_metal	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_herald_of_tzeentch_metal_2	1	1076925295	wh_main_lore_metal	100	915706158	wh3_main_tze_cha_herald_of_tzeentch_metal_2	general	wh3_main_tze_herald_of_tzeentch_metal	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0	1	1076925295	wh3_main_lore_tzeentch	100	915706158	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0	general	wh3_main_tze_herald_of_tzeentch_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1	1	1076925295	wh3_main_lore_tzeentch	100	915706158	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1	general	wh3_main_tze_herald_of_tzeentch_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2	1	1076925295	wh3_main_lore_tzeentch	100	915706158	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_2	general	wh3_main_tze_herald_of_tzeentch_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_cultist_of_tzeentch_campaign_01_0.png	441096397		true
wh3_main_tze_cha_kairos_fateweaver_0	1	2107401518		100	915706158	wh3_main_tze_cha_kairos_fateweaver_0	general	wh3_main_tze_kairos	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_kairos_0.png	1062739079		true
wh3_prologue_bloodthirster_howling_citadel	20	268645325		100	614972636	wh3_main_kho_cha_exalted_bloodthirster_0	general	wh3_main_pro_kho_bloodthirster	ui/portraits/portholes/wh3_main_kho_khorne/dae_bloodthirster_exalted_campaign_01_0.png	1976758107		true
wh3_prologue_enemy_leader_howling_citadel	20	576707878		100	1403448491	wh3_main_pro_ksl_cha_slavin_0	general	wh3_main_pro_slavin_0	ui/portraits/portholes/wh_main_chs_chaos/ksl_boyar_slavin_0.png	414556227	wh3_main_pro_skill_node_set_nor_kurnz	true
wh3_prologue_enemy_leader_ice_witch_rescue	8	1697287924	wh3_main_lore_tzeentch	100	708252305	wh3_main_pro_tze_cha_herald_of_tzeentch_tzeentch_0	general	wh3_main_tze_herald_of_tzeentch_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_horror_herald_campaign_01_0.png	13896007		true
wh3_prologue_enemy_reinforcements_leader_ice_witch_rescue	6	1040488644	wh3_main_lore_tzeentch	100	1165786641	wh3_main_tze_cha_iridescent_horror_tzeentch_0	wizard	wh3_main_tze_iridescent_horror_tzeentch	ui/portraits/portholes/wh3_main_tze_tzeentch/dae_horror_irridescent_campaign_01_0.png	692049658		true
wh3_prologue_ksl_frost_maiden_brazen_altar	10	1031025019	wh3_main_lore_of_ice	100	2147358958	wh3_main_pro_ksl_cha_frost_maiden_ice_1	wizard	wh3_main_ksl_frost_maiden_ice	ui/portraits/portholes/wh3_main_ksl_kislev/ksl_frost_maiden_campaign_01_0.png	858206556		false
wh3_prologue_ksl_frost_maiden_howling_citadel	15	1031025019	wh3_main_lore_of_ice	100	2147358958	wh3_main_pro_ksl_cha_frost_maiden_ice_1	wizard	wh3_main_ksl_frost_maiden_ice	ui/portraits/portholes/wh3_main_ksl_kislev/ksl_frost_maiden_campaign_01_0.png	858206556		false
wh3_prologue_ksl_frost_maiden_ice_witch_rescue	5	1031025019	wh3_main_lore_of_ice	100	2147358958	wh3_main_pro_ksl_cha_frost_maiden_ice_0	wizard	wh3_main_ksl_frost_maiden_ice	ui/portraits/portholes/wh3_main_ksl_kislev/ksl_frost_maiden_campaign_01_0.png	858206556		false
wh3_prologue_qa_enemy_leader_brazen_altar	15	1428848438		100	1349793766	wh3_main_pro_kho_cha_herald_of_khorne_0	general	wh3_main_kho_herald_of_khorne	ui/portraits/portholes/wh3_main_kho_khorne/dae_herald_of_khorne_campaign_01_0.png	422280199		true
wh3_prologue_qa_yuri_barkov_brazen_altar	15	1268923035		100	2118428247	wh3_main_pro_ksl_cha_yuri_5_brazen_altar	general	wh3_main_pro_ksl_yuri_2	ui/portraits/portholes/wh3_main_pro_ksl_kislev/ksl_boyar_yuri_corrupted_02_0.png	1865370600		true
wh3_prologue_yuri_barkov_howling_citadel	20	1268923035		100	2118428247	wh3_main_pro_ksl_cha_yuri_5_howling_citadel	general	wh3_main_pro_ksl_yuri_3	ui/portraits/portholes/wh3_main_pro_ksl_kislev/ksl_boyar_yuri_corrupted_03_0.png	1568557243		true
wh3_prologue_yuri_barkov_ice_witch_rescue	10	1268923035		100	2118428247	wh3_main_pro_ksl_cha_yuri_1	general	wh3_main_pro_ksl_yuri_1	ui/portraits/portholes/wh3_main_pro_ksl_kislev/ksl_boyar_yuri_corrupted_0.png	2050568364		true
wh3_survival_chs_cha_chaos_sorcerer_lord_death	1	2147353764	wh_main_lore_death	100	2147353408	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	general	wh_dlc01_chs_sorcerer_lord_death	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	3939	wh_main_skill_node_set_chs_sorcerer_lord_death	true
wh3_survival_chs_cha_chaos_sorcerer_lord_fire	1	2147346075	wh_main_lore_fire	100	2147353403	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	general	wh_dlc01_chs_sorcerer_lord_fire	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	5155	wh_main_skill_node_set_chs_sorcerer_lord_fire	true
wh3_survival_chs_cha_chaos_sorcerer_lord_metal	1	2147353733	wh_main_lore_metal	100	2147350948	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	general	wh_dlc01_chs_sorcerer_lord_metal	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	5135	wh_main_skill_node_set_chs_sorcerer_lord_metal	true
wh3_survival_chs_cha_chaos_sorcerer_lord_shadow	1	2147345958	wh_dlc05_lore_shadows	100	2147353352	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	general	wh_dlc07_chs_sorcerer_lord_shadow	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	5651	wh_dlc07_skill_node_set_chs_sorcerer_lord_shadows	true
wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	1	2147345943	wh_main_lore_death	100	2147353352	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	wizard	wh_dlc01_chs_sorcerer_lord_death	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	3939	wh_main_skill_node_set_chs_chaos_sorcerer_death	true
wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	1	2147346119	wh_main_lore_fire	100	2147350298	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	wizard	wh_dlc01_chs_sorcerer_lord_fire	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	5155	wh_main_skill_node_set_chs_chaos_sorcerer_fire	true
wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	1	2147346055	wh_main_lore_metal	100	2147353363	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	wizard	wh_dlc01_chs_sorcerer_lord_metal	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	5135	wh_main_skill_node_set_chs_chaos_sorcerer_fire	true
wh_dlc01_chs_cha_kholek	1	2147345931		100	2147345934	wh_dlc01_chs_cha_kholek	general	wh_dlc01_chs_kholek_suneater	ui/portraits/portholes/wh_main_chs_chaos/chs_kholek_suneater_0.png	3920	wh_main_skill_node_set_chs_kholek	true
wh_dlc01_chs_cha_prince_sigvald_the_magnificent	1	2147345922		100	2147357370	wh_dlc01_chs_cha_prince_sigvald_the_magnificent	general	wh_dlc01_chs_prince_sigvald	ui/portraits/portholes/wh_main_chs_chaos/chs_ch_sigvald_0.png	3932	wh_main_skill_node_set_chs_sigvald	true
wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_attacker_1_general	12	2147346140		100	2147353266	wh_dlc01_chs_cha_chaos_lord_2	general	wh_main_chs_lord	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	3440	wh_main_skill_node_set_chs_lord	true
wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_player	12	2147343903		100	2147357364	wh_main_chs_cha_archaon_the_everchosen_0	general	wh_main_chs_archaon	ui/portraits/portholes/wh_main_chs_chaos/chs_ch_archaon_0.png	3431	wh_main_skill_node_set_chs_archaon	true
wh_dlc01_qb_chs_archaon_crown_of_command_stage_2_player	17	2147343903		100	2147357364	wh_main_chs_cha_archaon_the_everchosen_0	general	wh_main_chs_archaon	ui/portraits/portholes/wh_main_chs_chaos/chs_ch_archaon_0.png	3431	wh_main_skill_node_set_chs_archaon	true
wh_dlc01_qb_chs_archaon_crown_of_command_stage_3_defender_1_lord_of_change_general	17	2147346055		100	2147346190	wh_dlc01_chs_cha_qb_lord_of_change_0	general	wh_main_chs_lord_of_change	ui/portraits/portholes/wh_main_chs_chaos/chs_lord_of_change_0.png	3925	wh_main_skill_node_set_chs_lord_of_change	true
wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_attacker_1_general	22	2147346127		100	2147353316	wh_dlc01_chs_cha_chaos_lord_2	general	wh_main_chs_lord	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_02_0.png	3440	wh_main_skill_node_set_chs_lord	true
wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_player	22	2147343903		100	2147357364	wh_main_chs_cha_archaon_the_everchosen_0	general	wh_main_chs_archaon	ui/portraits/portholes/wh_main_chs_chaos/chs_ch_archaon_0.png	3431	wh_main_skill_node_set_chs_archaon	true
wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_defender_1_general	7	2147345958	wh_main_lore_metal	100	2147353329	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	general	wh_dlc01_chs_sorcerer_lord_metal	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	4022	wh_main_skill_node_set_chs_sorcerer_lord_metal	true
wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_player	7	2147343903		100	2147357364	wh_main_chs_cha_archaon_the_everchosen_0	general	wh_main_chs_archaon	ui/portraits/portholes/wh_main_chs_chaos/chs_ch_archaon_0.png	3431	wh_main_skill_node_set_chs_archaon	true
wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_player_sorceror	8	2147345943		100	2147353352	wh_main_chs_cha_chaos_sorcerer_death_0	wizard	wh_main_chs_chaos_sorcerer_death	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_01_0.png	3562	wh_main_skill_node_set_chs_chaos_sorcerer_death	true
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_1_general	5	2147344501		100	2147344971	wh_main_grn_cha_orc_warboss_1	general	wh_main_grn_orc_warboss	ui/portraits/portholes/wh_main_grn_greenskins/grn_orc_warbosses_campaign_01_0.png	3355	wh_main_skill_node_set_grn_orc_warboss	true
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_1_shaman	5	2147344551	wh_main_lore_big_waaagh	100	2147344894	wh_main_grn_cha_goblin_great_shaman_0	general	wh_main_grn_goblin_great_shaman	ui/portraits/portholes/wh_main_grn_greenskins/grn_orc_shaman_campaign_01_0.png	3614	wh_main_skill_node_set_grn_goblin_great_shaman	true
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_2_general	5	2147345303	wh_main_lore_death	100	2147345290	wh_main_vmp_cha_master_necromancer_0	general	wh_main_vmp_master_necromancer	ui/portraits/portholes/wh_main_vmp_vampire_counts/vmp_master_necromancer_campaign_01_0.png	3998	wh_main_skill_node_set_vmp_master_necromancer	true
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_2_necromancer	7	2147345165	wh_main_lore_vampires	100	2147345290	wh_main_vmp_cha_necromancer_0	wizard	wh_main_vmp_necromancer	ui/portraits/portholes/wh_main_vmp_vampire_counts/vmp_necromancer_campaign_01_0.png	3587	wh_main_skill_node_set_vmp_necromancer	true
wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_player	7	2147345931		100	2147345934	wh_dlc01_chs_cha_kholek	general	wh_dlc01_chs_kholek_suneater	ui/portraits/portholes/wh_main_chs_chaos/chs_kholek_suneater_0.png	3920	wh_main_skill_node_set_chs_kholek	true
