select_context	over_context	tooltip_line	advice_line	main_line
navy_must_break_blockade	non_player_navy_escort	rome2_tltip_must_break_blockade	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_must_break_blockade	non_player_navy_transport	rome2_tltip_must_break_blockade	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_must_break_blockade	own_sea_region	rome2_tltip_must_break_blockade		
navy_must_break_blockade	player_major_settlement_land_besieged	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_major_settlement_port_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_province_capital
navy_must_break_blockade	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_must_break_blockade	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_minor_settlement_port_ungarrisoned	rome2_tltip_left_clk_select_must_break_blockade		rome2_tltip_main_player_minor_settlement
navy_must_break_blockade	player_navy	rome2_tltip_must_break_blockade		rome2_tltip_main_player_admiral
navy_must_break_blockade	player_navy_cant_escort_already_escorting	rome2_tltip_must_break_blockade		rome2_tltip_main_player_admiral
navy_must_break_blockade	sea_region	rome2_tltip_must_break_blockade	rome2_tltip_hostile_sea_region_self	
navy_must_break_blockade	shared_sea_region	rome2_tltip_must_break_blockade		
navy_transport_horde_permanent	abandonded_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde_permanent	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
navy_transport_horde_permanent	allied_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_transport_horde_permanent	allied_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_transport_horde_permanent	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_province_capital
navy_transport_horde_permanent	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
navy_transport_horde_permanent	allied_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_transport_horde_permanent	allied_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_transport_horde_permanent	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_minor_settlement
navy_transport_horde_permanent	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
navy_transport_horde_permanent	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_transport_horde_permanent	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_transport_horde_permanent	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
navy_transport_horde_permanent	contested_sea_region	rome2_tltip_right_clk_move		
navy_transport_horde_permanent	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_transport_horde_permanent	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport_horde_permanent	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport_horde_permanent	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_transport_horde_permanent	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_transport_horde_permanent	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport_horde_permanent	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport_horde_permanent	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy_transport_horde_permanent	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy_transport_horde_permanent	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport_horde_permanent	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport_horde_permanent	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy_transport_horde_permanent	enemy_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde_permanent	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_transport_horde_permanent	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
navy_transport_horde_permanent	non_player_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport_horde_permanent	non_player_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport_horde_permanent	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy_transport_horde_permanent	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy_transport_horde_permanent	non_player_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport_horde_permanent	non_player_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport_horde_permanent	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy_transport_horde_permanent	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy_transport_horde_permanent	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport_horde_permanent	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport_horde_permanent	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_transport_horde_permanent	non_player_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde_permanent	non_player_region_without_access	rome2_tltip_right_clk_disembark	rome2_tltip_warning_no_access	rome2_tltip_main_province
navy_transport_horde_permanent	own_sea_region	rome2_tltip_right_clk_move		
navy_transport_horde_permanent	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_transport_horde_permanent	player_army_containing_agent	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_transport_horde_permanent	player_major_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport_horde_permanent	player_minor_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport_horde_permanent	region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde_permanent	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_transport_horde_permanent	shared_sea_region	rome2_tltip_right_clk_move		
navy_transport_horde	abandonded_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
navy_transport_horde	allied_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_transport_horde	allied_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_transport_horde	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_province_capital
navy_transport_horde	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
navy_transport_horde	allied_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_transport_horde	allied_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_transport_horde	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_minor_settlement
navy_transport_horde	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
navy_transport_horde	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_transport_horde	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_transport_horde	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
navy_transport_horde	contested_sea_region	rome2_tltip_right_clk_move		
navy_transport_horde	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_transport_horde	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport_horde	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport_horde	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_transport_horde	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_transport_horde	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport_horde	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport_horde	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy_transport_horde	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy_transport_horde	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport_horde	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport_horde	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy_transport_horde	enemy_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_transport_horde	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
navy_transport_horde	non_player_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport_horde	non_player_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport_horde	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy_transport_horde	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy_transport_horde	non_player_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport_horde	non_player_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport_horde	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy_transport_horde	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy_transport_horde	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport_horde	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport_horde	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_transport_horde	non_player_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde	non_player_region_without_access	rome2_tltip_right_clk_disembark	rome2_tltip_warning_no_access	rome2_tltip_main_province
navy_transport_horde	own_sea_region	rome2_tltip_right_clk_move		
navy_transport_horde	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_transport_horde	player_army_containing_agent	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_transport_horde	player_major_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_transport_horde	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
navy_transport_horde	player_minor_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_transport_horde	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_transport_horde	region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport_horde	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_transport_horde	shared_sea_region	rome2_tltip_right_clk_move		
navy_transport	abandonded_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
navy_transport	allied_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_transport	allied_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_province_capital
navy_transport	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_province_capital
navy_transport	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
navy_transport	allied_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_transport	allied_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_allied_minor_settlement
navy_transport	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_allied_minor_settlement
navy_transport	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
navy_transport	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_transport	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
navy_transport	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
navy_transport	contested_sea_region	rome2_tltip_right_clk_move		
navy_transport	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_transport	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_transport	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_transport	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_transport	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy_transport	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_transport	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy_transport	enemy_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_transport	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
navy_transport	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
navy_transport	non_player_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport	non_player_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_transport	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy_transport	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy_transport	non_player_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy_transport	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_transport	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_transport	non_player_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
