member	context	subculture
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_sc_emp_empire
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Blood_Guzzlers_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Crossed_Clubs_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_Treehammers_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionCathay	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_sc_cth_cathay
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionDaemon	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_sc_dae_daemons
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionKhorne	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_sc_kho_khorne
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionKislev	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_sc_ksl_kislev
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionNurgle	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_sc_nur_nurgle
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionOgre	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionSlaanesh	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_sc_sla_slaanesh
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionTzeentch	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_FactionGroup_Tyrant2_Faction_sharktooth_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_sc_tze_tzeentch
diplomacy_Faction_Alarielle_&_OtherFactionBeastmen	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Alarielle_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Alarielle_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Alarielle_&_OtherFactionBretonnia	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Alarielle_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Alarielle_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Alarielle_&_OtherFactionChaos	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Alarielle_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Alarielle_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Alarielle_&_OtherFactionDarkElves	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_Faction_Alarielle_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_Faction_Alarielle_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_Faction_Alarielle_&_OtherFactionDwarf	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Alarielle_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Alarielle_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Alarielle_&_OtherFactionEmpire	ACTOR	wh_main_sc_emp_empire
diplomacy_Faction_Alarielle_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_sc_emp_empire
diplomacy_Faction_Alarielle_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_sc_emp_empire
diplomacy_Faction_Alarielle_&_OtherFactionGreenskin	ACTOR	wh_main_sc_grn_greenskins
diplomacy_Faction_Alarielle_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_sc_grn_greenskins
diplomacy_Faction_Alarielle_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_sc_grn_greenskins
diplomacy_Faction_Alarielle_&_OtherFactionHighElves	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_Faction_Alarielle_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_Faction_Alarielle_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_Faction_Alarielle_&_OtherFactionLizardmen	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Alarielle_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Alarielle_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Alarielle_&_OtherFactionSkaven	ACTOR	wh2_main_sc_skv_skaven
diplomacy_Faction_Alarielle_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_sc_skv_skaven
diplomacy_Faction_Alarielle_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_sc_skv_skaven
diplomacy_Faction_Alarielle_&_OtherFactionTombKings	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Alarielle_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Alarielle_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Alarielle_&_OtherFactionVamp	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Alarielle_&_OtherFactionWoodElves	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Alarielle_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Alarielle_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionBeastmen	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Alith_Anar_&_OtherFactionBeastmen_&_Negative	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Alith_Anar_&_OtherFactionBeastmen_&_Positive	ACTOR	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Alith_Anar_&_OtherFactionBretonnia	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Alith_Anar_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Alith_Anar_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Alith_Anar_&_OtherFactionChaos	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Alith_Anar_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Alith_Anar_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Alith_Anar_&_OtherFactionDarkElves	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_sc_def_dark_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionDwarf	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Alith_Anar_&_OtherFactionDwarf_&_Negative	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Alith_Anar_&_OtherFactionDwarf_&_Positive	ACTOR	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Alith_Anar_&_OtherFactionEmpire	ACTOR	wh_main_sc_emp_empire
diplomacy_Faction_Alith_Anar_&_OtherFactionEmpire_&_Negative	ACTOR	wh_main_sc_emp_empire
diplomacy_Faction_Alith_Anar_&_OtherFactionEmpire_&_Positive	ACTOR	wh_main_sc_emp_empire
diplomacy_Faction_Alith_Anar_&_OtherFactionGreenskin	ACTOR	wh_main_sc_grn_greenskins
diplomacy_Faction_Alith_Anar_&_OtherFactionGreenskin_&_Negative	ACTOR	wh_main_sc_grn_greenskins
diplomacy_Faction_Alith_Anar_&_OtherFactionGreenskin_&_Positive	ACTOR	wh_main_sc_grn_greenskins
diplomacy_Faction_Alith_Anar_&_OtherFactionHighElves	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_sc_hef_high_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionLizardmen	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Alith_Anar_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Alith_Anar_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Alith_Anar_&_OtherFactionSkaven	ACTOR	wh2_main_sc_skv_skaven
diplomacy_Faction_Alith_Anar_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_sc_skv_skaven
diplomacy_Faction_Alith_Anar_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_sc_skv_skaven
diplomacy_Faction_Alith_Anar_&_OtherFactionTombKings	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Alith_Anar_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Alith_Anar_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Alith_Anar_&_OtherFactionVamp	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Alith_Anar_&_OtherFactionWoodElves	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Alith_Anar_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Archaon_&_OtherFactionBretonnia	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Archaon_&_OtherFactionBretonnia_&_Negative	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Archaon_&_OtherFactionBretonnia_&_Positive	ACTOR	wh_main_sc_brt_bretonnia
diplomacy_Faction_Archaon_&_OtherFactionChaos	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Archaon_&_OtherFactionChaos_&_Negative	ACTOR	wh_main_sc_chs_chaos
diplomacy_Faction_Archaon_&_OtherFactionChaos_&_Positive	ACTOR	wh_main_sc_chs_chaos
