armory_item	variant	ui_info	battle_animation	campaign_animation	use_as_default
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_1	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_01	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_2	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_02	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_3	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_03	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_lance_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_1	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_01	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_2	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_02	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_3	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_03	wh3_main_dae_cha_daemon_prince_weapon_doom_knight_shield_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_1	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_01	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_01	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_2	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_02	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_02	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_3	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_03	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_03	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_4	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_04	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_hammer_04	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_1	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_01	wh3_main_dae_cha_daemon_prince_weapon_dragon_ogre_shaggoth_axe_01	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_great_unclean_one_bell_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_great_unclean_one_bell_01	wh3_main_dae_cha_daemon_prince_weapon_exalted_great_unclean_one_bell_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_01	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_2	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_02	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_3	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_03	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_shield_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_01	wh3_main_dae_cha_daemon_prince_weapon_exalted_keeper_of_secrets_spear_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_1	wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_01	wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_2	wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_02	wh3_main_dae_cha_daemon_prince_weapon_exalted_lord_of_change_staff_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_1	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_01	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_2	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_02	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_3	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_03	wh3_main_dae_cha_daemon_prince_weapon_great_unclean_one_sword_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_1	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_01	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_2	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_02	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_3	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_03	wh3_main_dae_cha_daemon_prince_weapon_keeper_of_secrets_sword_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_1	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_01	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_2	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_02	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_3	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_03	wh3_main_dae_cha_daemon_prince_weapon_pink_horror_dagger_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_1	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_01	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_01	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_2	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_02	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_02	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_3	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_03	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_halberd_03	hu10e_wh3_daemon_prince_2h	cam_lord_hu10e_wh3_daemon_prince_2handed	true
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_1	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_01	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_2	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_02	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_02	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_3	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_03	wh3_main_dae_cha_daemon_prince_weapon_skullcrusher_shield_03	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_1	wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_01	wh3_main_dae_cha_daemon_prince_weapon_soulgrinder_sword_01	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_weapon_sword_1	wh3_main_dae_cha_daemon_prince_weapon_sword	wh3_main_dae_cha_daemon_prince_weapon_sword	hu10e_wh3_daemon_prince_1h	cam_lord_hu10e_wh3_daemon_prince_sword	true
wh3_main_dae_cha_daemon_prince_wings_base_1	wh3_main_dae_cha_daemon_prince_wings_base_01	wh3_main_dae_cha_daemon_prince_wings_base_01			true
wh3_main_dae_cha_daemon_prince_wings_base_2	wh3_main_dae_cha_daemon_prince_wings_base_02	wh3_main_dae_cha_daemon_prince_wings_base_02			true
wh3_main_dae_cha_daemon_prince_wings_base_3	wh3_main_dae_cha_daemon_prince_wings_base_03	wh3_main_dae_cha_daemon_prince_wings_base_03			true
wh3_main_dae_cha_daemon_prince_wings_base_4	wh3_main_dae_cha_daemon_prince_wings_base_04	wh3_main_dae_cha_daemon_prince_wings_base_04			true
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_cha_daemon_prince_wings_base_05	wh3_main_dae_cha_daemon_prince_wings_base_05			true
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_cha_daemon_prince_wings_base_06	wh3_main_dae_cha_daemon_prince_wings_base_06			true
wh3_main_dae_cha_daemon_prince_wings_beast_1	wh3_main_dae_cha_daemon_prince_wings_beast_01	wh3_main_dae_cha_daemon_prince_wings_beast_01			true
wh3_main_dae_cha_daemon_prince_wings_beast_2	wh3_main_dae_cha_daemon_prince_wings_beast_02	wh3_main_dae_cha_daemon_prince_wings_beast_02			true
wh3_main_dae_cha_daemon_prince_wings_beast_3	wh3_main_dae_cha_daemon_prince_wings_beast_03	wh3_main_dae_cha_daemon_prince_wings_beast_03			true
wh3_main_dae_cha_daemon_prince_wings_beast_4	wh3_main_dae_cha_daemon_prince_wings_beast_04	wh3_main_dae_cha_daemon_prince_wings_beast_04			true
wh3_main_dae_cha_daemon_prince_wings_beast_5	wh3_main_dae_cha_daemon_prince_wings_beast_05	wh3_main_dae_cha_daemon_prince_wings_beast_05			true
wh3_main_dae_cha_daemon_prince_wings_beast_6	wh3_main_dae_cha_daemon_prince_wings_beast_06	wh3_main_dae_cha_daemon_prince_wings_beast_06			true
wh3_main_dae_cha_daemon_prince_wings_bird_1	wh3_main_dae_cha_daemon_prince_wings_bird_01	wh3_main_dae_cha_daemon_prince_wings_bird_01			true
wh3_main_dae_cha_daemon_prince_wings_bird_2	wh3_main_dae_cha_daemon_prince_wings_bird_02	wh3_main_dae_cha_daemon_prince_wings_bird_02			true
wh3_main_dae_cha_daemon_prince_wings_bird_3	wh3_main_dae_cha_daemon_prince_wings_bird_03	wh3_main_dae_cha_daemon_prince_wings_bird_03			true
wh3_main_dae_cha_daemon_prince_wings_bird_4	wh3_main_dae_cha_daemon_prince_wings_bird_04	wh3_main_dae_cha_daemon_prince_wings_bird_04			true
wh3_main_dae_cha_daemon_prince_wings_bird_5	wh3_main_dae_cha_daemon_prince_wings_bird_05	wh3_main_dae_cha_daemon_prince_wings_bird_05			true
wh3_main_dae_cha_daemon_prince_wings_bird_6	wh3_main_dae_cha_daemon_prince_wings_bird_06	wh3_main_dae_cha_daemon_prince_wings_bird_06			true
wh3_main_dae_cha_daemon_prince_wings_bird_7	wh3_main_dae_cha_daemon_prince_wings_bird_7	wh3_main_dae_cha_daemon_prince_wings_bird_07			true
wh3_main_dae_cha_daemon_prince_wings_corpulent_1	wh3_main_dae_cha_daemon_prince_wings_corpulent_01	wh3_main_dae_cha_daemon_prince_wings_corpulent_01			true
wh3_main_dae_cha_daemon_prince_wings_corpulent_2	wh3_main_dae_cha_daemon_prince_wings_corpulent_02	wh3_main_dae_cha_daemon_prince_wings_corpulent_02			true
wh3_main_dae_cha_daemon_prince_wings_corpulent_3	wh3_main_dae_cha_daemon_prince_wings_corpulent_03	wh3_main_dae_cha_daemon_prince_wings_corpulent_03			true
wh3_main_dae_cha_daemon_prince_wings_corpulent_4	wh3_main_dae_cha_daemon_prince_wings_corpulent_04	wh3_main_dae_cha_daemon_prince_wings_corpulent_04			true
wh3_main_dae_cha_daemon_prince_wings_corpulent_5	wh3_main_dae_cha_daemon_prince_wings_corpulent_05	wh3_main_dae_cha_daemon_prince_wings_corpulent_05			true
wh3_main_dae_cha_daemon_prince_wings_corpulent_6	wh3_main_dae_cha_daemon_prince_wings_corpulent_06	wh3_main_dae_cha_daemon_prince_wings_corpulent_06			true
wh3_main_dae_cha_daemon_prince_wings_sensuous_1	wh3_main_dae_cha_daemon_prince_wings_sensuous_01	wh3_main_dae_cha_daemon_prince_wings_sensuous_01			true
wh3_main_dae_cha_daemon_prince_wings_sensuous_2	wh3_main_dae_cha_daemon_prince_wings_sensuous_02	wh3_main_dae_cha_daemon_prince_wings_sensuous_02			true
wh3_main_dae_cha_daemon_prince_wings_sensuous_3	wh3_main_dae_cha_daemon_prince_wings_sensuous_03	wh3_main_dae_cha_daemon_prince_wings_sensuous_03			true
wh3_main_dae_cha_daemon_prince_wings_sensuous_4	wh3_main_dae_cha_daemon_prince_wings_sensuous_04	wh3_main_dae_cha_daemon_prince_wings_sensuous_04			true
wh3_main_dae_cha_daemon_prince_wings_sensuous_5	wh3_main_dae_cha_daemon_prince_wings_sensuous_05	wh3_main_dae_cha_daemon_prince_wings_sensuous_05			true
wh3_main_dae_cha_daemon_prince_wings_sensuous_6	wh3_main_dae_cha_daemon_prince_wings_sensuous_06	wh3_main_dae_cha_daemon_prince_wings_sensuous_06			true
