choice_key	dilemma_key	associated_audio_trigger
FIRST	wh2_main_def_names_of_power_co_4_teacher	
SECOND	wh2_main_def_names_of_power_co_4_teacher	
FIRST	wh2_main_def_names_of_power_co_5_hex	
SECOND	wh2_main_def_names_of_power_co_5_hex	
FIRST	wh2_main_def_names_of_power_co_6_hydra	
SECOND	wh2_main_def_names_of_power_co_6_hydra	
FIRST	wh2_main_dilemma_encounter_at_sea_1	
SECOND	wh2_main_dilemma_encounter_at_sea_1	
FIRST	wh2_main_dilemma_encounter_at_sea_1_a	
SECOND	wh2_main_dilemma_encounter_at_sea_1_a	
FIRST	wh2_main_dilemma_encounter_at_sea_2	
SECOND	wh2_main_dilemma_encounter_at_sea_2	
FIRST	wh2_main_dilemma_encounter_at_sea_2_a	
SECOND	wh2_main_dilemma_encounter_at_sea_2_a	
FIRST	wh2_main_dilemma_encounter_at_sea_3	
SECOND	wh2_main_dilemma_encounter_at_sea_3	
FIRST	wh2_main_dilemma_encounter_at_sea_3_a	
SECOND	wh2_main_dilemma_encounter_at_sea_3_a	
FIRST	wh2_main_dilemma_encounter_at_sea_4	
SECOND	wh2_main_dilemma_encounter_at_sea_4	
FIRST	wh2_main_dilemma_encounter_at_sea_4_a	
SECOND	wh2_main_dilemma_encounter_at_sea_4_a	
FIRST	wh2_main_dilemma_grand_campaign_victory	
FIRST	wh2_main_dilemma_grand_campaign_victory_arkhan	
FIRST	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	
SECOND	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	
FIRST	wh2_main_dilemma_loyalty_def_black_council_1	
SECOND	wh2_main_dilemma_loyalty_def_black_council_1	
FIRST	wh2_main_dilemma_loyalty_def_black_dragon_egg_1	
SECOND	wh2_main_dilemma_loyalty_def_black_dragon_egg_1	
FIRST	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	
SECOND	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	
FIRST	wh2_main_dilemma_loyalty_def_contest_of_claws_1	
SECOND	wh2_main_dilemma_loyalty_def_contest_of_claws_1	
FIRST	wh2_main_dilemma_loyalty_def_dark_crag_1	
SECOND	wh2_main_dilemma_loyalty_def_dark_crag_1	
FIRST	wh2_main_dilemma_loyalty_def_price_of_treachery_1	
SECOND	wh2_main_dilemma_loyalty_def_price_of_treachery_1	
FIRST	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	
SECOND	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	
FIRST	wh2_main_dilemma_loyalty_def_stitch_up_1	
SECOND	wh2_main_dilemma_loyalty_def_stitch_up_1	
FIRST	wh2_main_dilemma_loyalty_def_sunless_seas_1	
SECOND	wh2_main_dilemma_loyalty_def_sunless_seas_1	
FIRST	wh2_main_dilemma_loyalty_def_the_purge_1	
SECOND	wh2_main_dilemma_loyalty_def_the_purge_1	
FIRST	wh2_main_dilemma_loyalty_positive_def_a_tribute	
SECOND	wh2_main_dilemma_loyalty_positive_def_a_tribute	
THIRD	wh2_main_dilemma_loyalty_positive_def_a_tribute	
FIRST	wh2_main_dilemma_loyalty_positive_def_assassin	
SECOND	wh2_main_dilemma_loyalty_positive_def_assassin	
FIRST	wh2_main_dilemma_loyalty_positive_def_insurgents	
SECOND	wh2_main_dilemma_loyalty_positive_def_insurgents	
THIRD	wh2_main_dilemma_loyalty_positive_def_insurgents	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_alchemist	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_alchemist	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_audience	
FOURTH	wh2_main_dilemma_loyalty_positive_def_the_audience	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_audience	
THIRD	wh2_main_dilemma_loyalty_positive_def_the_audience	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_beastmaster	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_beastmaster	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_black_council	
FOURTH	wh2_main_dilemma_loyalty_positive_def_the_black_council	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_black_council	
THIRD	wh2_main_dilemma_loyalty_positive_def_the_black_council	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	
THIRD	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_dagger	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_dagger	
THIRD	wh2_main_dilemma_loyalty_positive_def_the_dagger	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_hermit	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_hermit	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_relic	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_relic	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_statue	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_statue	
THIRD	wh2_main_dilemma_loyalty_positive_def_the_statue	
FIRST	wh2_main_dilemma_loyalty_positive_def_the_traitors	
SECOND	wh2_main_dilemma_loyalty_positive_def_the_traitors	
FIRST	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	
FOURTH	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	
SECOND	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	
THIRD	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	
FIRST	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	
FOURTH	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	
SECOND	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	
THIRD	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	
FIRST	wh2_main_dilemma_loyalty_positive_skv_clawback_provision	
SECOND	wh2_main_dilemma_loyalty_positive_skv_clawback_provision	
FIRST	wh2_main_dilemma_loyalty_positive_skv_connivers	
SECOND	wh2_main_dilemma_loyalty_positive_skv_connivers	
FIRST	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	
SECOND	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	
THIRD	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	
FIRST	wh2_main_dilemma_loyalty_positive_skv_item_of_power	
SECOND	wh2_main_dilemma_loyalty_positive_skv_item_of_power	
FIRST	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	
FOURTH	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	
SECOND	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	
THIRD	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	
FIRST	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	
FOURTH	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	
SECOND	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	
THIRD	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	
FIRST	wh2_main_dilemma_loyalty_positive_skv_mine_mine	
SECOND	wh2_main_dilemma_loyalty_positive_skv_mine_mine	
FIRST	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	
SECOND	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	
THIRD	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	
FIRST	wh2_main_dilemma_loyalty_positive_skv_so_so_pretty	
SECOND	wh2_main_dilemma_loyalty_positive_skv_so_so_pretty	
FIRST	wh2_main_dilemma_loyalty_positive_skv_test_of_loyalty	
SECOND	wh2_main_dilemma_loyalty_positive_skv_test_of_loyalty	
FIRST	wh2_main_dilemma_loyalty_positive_skv_when_rats_fly	
SECOND	wh2_main_dilemma_loyalty_positive_skv_when_rats_fly	
FIRST	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	
SECOND	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_a	
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b	
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b	
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_a	
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b	
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b	
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	
SECOND	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	
FIRST	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	
SECOND	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_a	
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	
FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	
SECOND	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	
FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_b	
SECOND	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_b	
FIRST	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_1	
SECOND	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_1	
FIRST	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_2_a	
SECOND	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_2_a	
FIRST	wh2_main_dilemma_ritual_of_vaul_1	
FOURTH	wh2_main_dilemma_ritual_of_vaul_1	
SECOND	wh2_main_dilemma_ritual_of_vaul_1	
THIRD	wh2_main_dilemma_ritual_of_vaul_1	
FIRST	wh2_main_dilemma_ritual_of_vaul_2	
FOURTH	wh2_main_dilemma_ritual_of_vaul_2	
SECOND	wh2_main_dilemma_ritual_of_vaul_2	
THIRD	wh2_main_dilemma_ritual_of_vaul_2	
FIRST	wh2_main_dilemma_ritual_of_vaul_3	
FOURTH	wh2_main_dilemma_ritual_of_vaul_3	
SECOND	wh2_main_dilemma_ritual_of_vaul_3	
THIRD	wh2_main_dilemma_ritual_of_vaul_3	
FIRST	wh2_main_dilemma_ritual_of_vaul_4	
FOURTH	wh2_main_dilemma_ritual_of_vaul_4	
SECOND	wh2_main_dilemma_ritual_of_vaul_4	
THIRD	wh2_main_dilemma_ritual_of_vaul_4	
FIRST	wh2_main_dilemma_ritual_of_vaul_5	
FOURTH	wh2_main_dilemma_ritual_of_vaul_5	
SECOND	wh2_main_dilemma_ritual_of_vaul_5	
THIRD	wh2_main_dilemma_ritual_of_vaul_5	
FIRST	wh2_main_dilemma_treasure_hunt_barracks	
FOURTH	wh2_main_dilemma_treasure_hunt_barracks	
SECOND	wh2_main_dilemma_treasure_hunt_barracks	
THIRD	wh2_main_dilemma_treasure_hunt_barracks	
FIRST	wh2_main_dilemma_treasure_hunt_battlefield	
FOURTH	wh2_main_dilemma_treasure_hunt_battlefield	
SECOND	wh2_main_dilemma_treasure_hunt_battlefield	
THIRD	wh2_main_dilemma_treasure_hunt_battlefield	
FIRST	wh2_main_dilemma_treasure_hunt_black_dragons_nest	
FOURTH	wh2_main_dilemma_treasure_hunt_black_dragons_nest	
SECOND	wh2_main_dilemma_treasure_hunt_black_dragons_nest	
THIRD	wh2_main_dilemma_treasure_hunt_black_dragons_nest	
FIRST	wh2_main_dilemma_treasure_hunt_dwarfen_vaults	
FOURTH	wh2_main_dilemma_treasure_hunt_dwarfen_vaults	
SECOND	wh2_main_dilemma_treasure_hunt_dwarfen_vaults	
THIRD	wh2_main_dilemma_treasure_hunt_dwarfen_vaults	
FIRST	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork	
FOURTH	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork	
SECOND	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork	
THIRD	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork	
FIRST	wh2_main_dilemma_treasure_hunt_flooded_armoury	
FOURTH	wh2_main_dilemma_treasure_hunt_flooded_armoury	
SECOND	wh2_main_dilemma_treasure_hunt_flooded_armoury	
THIRD	wh2_main_dilemma_treasure_hunt_flooded_armoury	
FIRST	wh2_main_dilemma_treasure_hunt_graveyard	
FOURTH	wh2_main_dilemma_treasure_hunt_graveyard	
SECOND	wh2_main_dilemma_treasure_hunt_graveyard	
THIRD	wh2_main_dilemma_treasure_hunt_graveyard	
FIRST	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen	
FOURTH	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen	
SECOND	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen	
THIRD	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen	
FIRST	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine	
FOURTH	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine	
SECOND	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine	
THIRD	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine	
FIRST	wh2_main_dilemma_treasure_hunt_hidden_tunnel	
FOURTH	wh2_main_dilemma_treasure_hunt_hidden_tunnel	
SECOND	wh2_main_dilemma_treasure_hunt_hidden_tunnel	
THIRD	wh2_main_dilemma_treasure_hunt_hidden_tunnel	
FIRST	wh2_main_dilemma_treasure_hunt_lone_wanderer	
FOURTH	wh2_main_dilemma_treasure_hunt_lone_wanderer	
SECOND	wh2_main_dilemma_treasure_hunt_lone_wanderer	
THIRD	wh2_main_dilemma_treasure_hunt_lone_wanderer	
FIRST	wh2_main_dilemma_treasure_hunt_mechanical_automaton	
FOURTH	wh2_main_dilemma_treasure_hunt_mechanical_automaton	
SECOND	wh2_main_dilemma_treasure_hunt_mechanical_automaton	
THIRD	wh2_main_dilemma_treasure_hunt_mechanical_automaton	
FIRST	wh2_main_dilemma_treasure_hunt_picked_clean	
FOURTH	wh2_main_dilemma_treasure_hunt_picked_clean	
SECOND	wh2_main_dilemma_treasure_hunt_picked_clean	
THIRD	wh2_main_dilemma_treasure_hunt_picked_clean	
FIRST	wh2_main_dilemma_treasure_hunt_rebel_army	
FOURTH	wh2_main_dilemma_treasure_hunt_rebel_army	
SECOND	wh2_main_dilemma_treasure_hunt_rebel_army	
THIRD	wh2_main_dilemma_treasure_hunt_rebel_army	
FIRST	wh2_main_dilemma_treasure_hunt_scavengers	
FOURTH	wh2_main_dilemma_treasure_hunt_scavengers	
SECOND	wh2_main_dilemma_treasure_hunt_scavengers	
THIRD	wh2_main_dilemma_treasure_hunt_scavengers	
FIRST	wh2_main_dilemma_treasure_hunt_she_daemon_lair	
FOURTH	wh2_main_dilemma_treasure_hunt_she_daemon_lair	
SECOND	wh2_main_dilemma_treasure_hunt_she_daemon_lair	
THIRD	wh2_main_dilemma_treasure_hunt_she_daemon_lair	
FIRST	wh2_main_dilemma_treasure_hunt_shrine_to_nagash	
FOURTH	wh2_main_dilemma_treasure_hunt_shrine_to_nagash	
SECOND	wh2_main_dilemma_treasure_hunt_shrine_to_nagash	
THIRD	wh2_main_dilemma_treasure_hunt_shrine_to_nagash	
FIRST	wh2_main_dilemma_treasure_hunt_skaven_ambush	
FOURTH	wh2_main_dilemma_treasure_hunt_skaven_ambush	
SECOND	wh2_main_dilemma_treasure_hunt_skaven_ambush	
THIRD	wh2_main_dilemma_treasure_hunt_skaven_ambush	
FIRST	wh2_main_dilemma_treasure_hunt_skaven_burrow	
FOURTH	wh2_main_dilemma_treasure_hunt_skaven_burrow	
SECOND	wh2_main_dilemma_treasure_hunt_skaven_burrow	
THIRD	wh2_main_dilemma_treasure_hunt_skaven_burrow	
FIRST	wh2_main_dilemma_treasure_hunt_slaanesh_fungi	
FOURTH	wh2_main_dilemma_treasure_hunt_slaanesh_fungi	
SECOND	wh2_main_dilemma_treasure_hunt_slaanesh_fungi	
THIRD	wh2_main_dilemma_treasure_hunt_slaanesh_fungi	
FIRST	wh2_main_dilemma_treasure_hunt_spider_nest	
FOURTH	wh2_main_dilemma_treasure_hunt_spider_nest	
SECOND	wh2_main_dilemma_treasure_hunt_spider_nest	
THIRD	wh2_main_dilemma_treasure_hunt_spider_nest	
FIRST	wh2_main_dilemma_treasure_hunt_the_cursed_sword	
FOURTH	wh2_main_dilemma_treasure_hunt_the_cursed_sword	
SECOND	wh2_main_dilemma_treasure_hunt_the_cursed_sword	
THIRD	wh2_main_dilemma_treasure_hunt_the_cursed_sword	
FIRST	wh2_main_dilemma_treasure_hunt_the_tattered_library	
FOURTH	wh2_main_dilemma_treasure_hunt_the_tattered_library	
SECOND	wh2_main_dilemma_treasure_hunt_the_tattered_library	
THIRD	wh2_main_dilemma_treasure_hunt_the_tattered_library	
FIRST	wh2_main_dilemma_treasure_hunt_the_underworld_sea	
FOURTH	wh2_main_dilemma_treasure_hunt_the_underworld_sea	
SECOND	wh2_main_dilemma_treasure_hunt_the_underworld_sea	
THIRD	wh2_main_dilemma_treasure_hunt_the_underworld_sea	
FIRST	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy	
FOURTH	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy	
SECOND	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy	
THIRD	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy	
FIRST	wh2_main_dilemma_treasure_hunt_trapped_survivor	
FOURTH	wh2_main_dilemma_treasure_hunt_trapped_survivor	
SECOND	wh2_main_dilemma_treasure_hunt_trapped_survivor	
THIRD	wh2_main_dilemma_treasure_hunt_trapped_survivor	
FIRST	wh2_main_dilemma_treasure_hunt_trapped_vault	
FOURTH	wh2_main_dilemma_treasure_hunt_trapped_vault	
SECOND	wh2_main_dilemma_treasure_hunt_trapped_vault	
THIRD	wh2_main_dilemma_treasure_hunt_trapped_vault	
FIRST	wh2_main_dilemma_treasure_hunt_undead	
FOURTH	wh2_main_dilemma_treasure_hunt_undead	
SECOND	wh2_main_dilemma_treasure_hunt_undead	
THIRD	wh2_main_dilemma_treasure_hunt_undead	
FIRST	wh2_main_great_vortex_skv_queek_headtaker_warp_shard_armour_stage_3	
SECOND	wh2_main_great_vortex_skv_queek_headtaker_warp_shard_armour_stage_3	
FIRST	wh2_main_grn_confederate_wh2_dlc15_grn_generic	
SECOND	wh2_main_grn_confederate_wh2_dlc15_grn_generic	
THIRD	wh2_main_grn_confederate_wh2_dlc15_grn_generic	
FIRST	wh2_main_grn_confederate_wh2_dlc15_grn_generic_no_execution	
SECOND	wh2_main_grn_confederate_wh2_dlc15_grn_generic_no_execution	
FIRST	wh2_main_hef_intrigue_court_of_the_sea	
FOURTH	wh2_main_hef_intrigue_court_of_the_sea	
SECOND	wh2_main_hef_intrigue_court_of_the_sea	
THIRD	wh2_main_hef_intrigue_court_of_the_sea	
FIRST	wh2_main_hef_intrigue_favour_of_the_phoenix	
FOURTH	wh2_main_hef_intrigue_favour_of_the_phoenix	
SECOND	wh2_main_hef_intrigue_favour_of_the_phoenix	
THIRD	wh2_main_hef_intrigue_favour_of_the_phoenix	
FIRST	wh2_main_hef_intrigue_in_fighting	
FOURTH	wh2_main_hef_intrigue_in_fighting	
SECOND	wh2_main_hef_intrigue_in_fighting	
THIRD	wh2_main_hef_intrigue_in_fighting	
FIRST	wh2_main_hef_intrigue_life_in_the_lagoon	
FOURTH	wh2_main_hef_intrigue_life_in_the_lagoon	
SECOND	wh2_main_hef_intrigue_life_in_the_lagoon	
THIRD	wh2_main_hef_intrigue_life_in_the_lagoon	
FIRST	wh2_main_hef_intrigue_retainer_of_power	
FOURTH	wh2_main_hef_intrigue_retainer_of_power	
SECOND	wh2_main_hef_intrigue_retainer_of_power	
THIRD	wh2_main_hef_intrigue_retainer_of_power	
FIRST	wh2_main_hef_intrigue_signed_sealed_delivered	
FOURTH	wh2_main_hef_intrigue_signed_sealed_delivered	
SECOND	wh2_main_hef_intrigue_signed_sealed_delivered	
THIRD	wh2_main_hef_intrigue_signed_sealed_delivered	
FIRST	wh2_main_hef_intrigue_the_caledor_question	
FOURTH	wh2_main_hef_intrigue_the_caledor_question	
SECOND	wh2_main_hef_intrigue_the_caledor_question	
THIRD	wh2_main_hef_intrigue_the_caledor_question	
FIRST	wh2_main_hef_intrigue_the_court_of_many_kings	
FOURTH	wh2_main_hef_intrigue_the_court_of_many_kings	
SECOND	wh2_main_hef_intrigue_the_court_of_many_kings	
THIRD	wh2_main_hef_intrigue_the_court_of_many_kings	
FIRST	wh2_main_hef_intrigue_the_folly_of_youth	
FOURTH	wh2_main_hef_intrigue_the_folly_of_youth	
SECOND	wh2_main_hef_intrigue_the_folly_of_youth	
THIRD	wh2_main_hef_intrigue_the_folly_of_youth	
FIRST	wh2_main_hef_intrigue_the_hunt_and_the_hunter	
FOURTH	wh2_main_hef_intrigue_the_hunt_and_the_hunter	
SECOND	wh2_main_hef_intrigue_the_hunt_and_the_hunter	
THIRD	wh2_main_hef_intrigue_the_hunt_and_the_hunter	
FIRST	wh2_main_hef_intrigue_the_would_be_suitor	
FOURTH	wh2_main_hef_intrigue_the_would_be_suitor	
SECOND	wh2_main_hef_intrigue_the_would_be_suitor	
THIRD	wh2_main_hef_intrigue_the_would_be_suitor	
FIRST	wh2_main_hef_intrigue_they_who_whisper	
FOURTH	wh2_main_hef_intrigue_they_who_whisper	
SECOND	wh2_main_hef_intrigue_they_who_whisper	
THIRD	wh2_main_hef_intrigue_they_who_whisper	
FIRST	wh2_main_hef_intrigue_wed_to_etiquette	
FOURTH	wh2_main_hef_intrigue_wed_to_etiquette	
SECOND	wh2_main_hef_intrigue_wed_to_etiquette	
THIRD	wh2_main_hef_intrigue_wed_to_etiquette	
FIRST	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	
FOURTH	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	
SECOND	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	
THIRD	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	
FIRST	wh2_main_hef_intrigue_you_can_dance	
FOURTH	wh2_main_hef_intrigue_you_can_dance	
SECOND	wh2_main_hef_intrigue_you_can_dance	
THIRD	wh2_main_hef_intrigue_you_can_dance	
FIRST	wh2_main_lzd_a_deadly_price	
SECOND	wh2_main_lzd_a_deadly_price	
FIRST	wh2_main_lzd_a_tainted_bounty	
SECOND	wh2_main_lzd_a_tainted_bounty	
FIRST	wh2_main_lzd_ancient_skills	
SECOND	wh2_main_lzd_ancient_skills	
FIRST	wh2_main_lzd_blood_sacrifice	
SECOND	wh2_main_lzd_blood_sacrifice	
FIRST	wh2_main_lzd_born_killers	
SECOND	wh2_main_lzd_born_killers	
FIRST	wh2_main_lzd_charging_in	
SECOND	wh2_main_lzd_charging_in	
FIRST	wh2_main_lzd_knowledge_regained	
SECOND	wh2_main_lzd_knowledge_regained	
FIRST	wh2_main_lzd_magic_for_blades	
SECOND	wh2_main_lzd_magic_for_blades	
FIRST	wh2_main_lzd_new_blood	
SECOND	wh2_main_lzd_new_blood	
FIRST	wh2_main_lzd_one_shot	
SECOND	wh2_main_lzd_one_shot	
FIRST	wh2_main_lzd_out_or_in	
SECOND	wh2_main_lzd_out_or_in	
FIRST	wh2_main_lzd_reclaiming_the_lost_world	
SECOND	wh2_main_lzd_reclaiming_the_lost_world	
FIRST	wh2_main_lzd_seal_or_strike	
SECOND	wh2_main_lzd_seal_or_strike	
FIRST	wh2_main_lzd_skilled_forces	
SECOND	wh2_main_lzd_skilled_forces	
FIRST	wh2_main_lzd_slann_selection	
FOURTH	wh2_main_lzd_slann_selection	
SECOND	wh2_main_lzd_slann_selection	
THIRD	wh2_main_lzd_slann_selection	
FIRST	wh2_main_lzd_the_greater_good	
SECOND	wh2_main_lzd_the_greater_good	
FIRST	wh2_main_lzd_war_babies	
SECOND	wh2_main_lzd_war_babies	
FIRST	wh2_main_lzd_ways_and_means	
SECOND	wh2_main_lzd_ways_and_means	
FIRST	wh2_main_lzd_which_hero	
SECOND	wh2_main_lzd_which_hero	
FIRST	wh2_main_skv_queek_headtaker_warp_shard_armour_stage_3	
SECOND	wh2_main_skv_queek_headtaker_warp_shard_armour_stage_3	
FIRST	wh2_pro08_dilemma_gotrek_felix	
SECOND	wh2_pro08_dilemma_gotrek_felix	
FIRST	wh2_twa03_def_confederation_dilemma_karond_kar	
SECOND	wh2_twa03_def_confederation_dilemma_karond_kar	
FIFTH	wh2_twa03_dilemma_rakarth_rite	Play_def_rakarth_cam_monster_pens_dilemma_naggaroth
FIRST	wh2_twa03_dilemma_rakarth_rite	Play_def_rakarth_cam_monster_pens_dilemma_ghrond
FOURTH	wh2_twa03_dilemma_rakarth_rite	Play_def_rakarth_cam_monster_pens_dilemma_lustria
SECOND	wh2_twa03_dilemma_rakarth_rite	Play_def_rakarth_cam_monster_pens_dilemma_old_world
THIRD	wh2_twa03_dilemma_rakarth_rite	Play_def_rakarth_cam_monster_pens_dilemma_naggaroth
FIRST	wh3_dlc20_chs_eye_of_the_gods	
FOURTH	wh3_dlc20_chs_eye_of_the_gods	
SECOND	wh3_dlc20_chs_eye_of_the_gods	
THIRD	wh3_dlc20_chs_eye_of_the_gods	
FIRST	wh3_dlc20_chs_eye_of_the_gods_kho	
FOURTH	wh3_dlc20_chs_eye_of_the_gods_kho	
SECOND	wh3_dlc20_chs_eye_of_the_gods_kho	
THIRD	wh3_dlc20_chs_eye_of_the_gods_kho	
FIRST	wh3_dlc20_chs_eye_of_the_gods_nur	
FOURTH	wh3_dlc20_chs_eye_of_the_gods_nur	
SECOND	wh3_dlc20_chs_eye_of_the_gods_nur	
THIRD	wh3_dlc20_chs_eye_of_the_gods_nur	
FIRST	wh3_dlc20_chs_eye_of_the_gods_sla	
FOURTH	wh3_dlc20_chs_eye_of_the_gods_sla	
SECOND	wh3_dlc20_chs_eye_of_the_gods_sla	
THIRD	wh3_dlc20_chs_eye_of_the_gods_sla	
FIRST	wh3_dlc20_chs_eye_of_the_gods_tze	
FOURTH	wh3_dlc20_chs_eye_of_the_gods_tze	
SECOND	wh3_dlc20_chs_eye_of_the_gods_tze	
