name	can_weather_disable	event	max_distance	max_height	max_time	min_distance	min_height	min_time	required_intensity	probability
vampire_coast_desert_island_forest_nature	false	Battle_Environment_Vampire_Coast_Desert_Island_Forest_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_desert_island_forest_wildlife	false	Battle_Environment_Vampire_Coast_Desert_Island_Forest_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_desert_island_plains_nature	false	Battle_Environment_Vampire_Coast_Desert_Island_Plains_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_desert_island_plains_wildlife	false	Battle_Environment_Vampire_Coast_Desert_Island_Plains_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_desert_island_sea_wildlife	false	Battle_Environment_Vampire_Coast_Desert_Island_Sea_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_final_battle_plains_nature	false	Battle_Environment_Vampire_Coast_Final_Battle_Plains_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_final_battle_plains_wildlife	false	Battle_Environment_Vampire_Coast_Desert_Island_Forest_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_galleons_graveyard_plains_nature	false	Battle_Environment_Vampire_Coast_Galleons_Graveyard_Plains_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_galleons_graveyard_plains_wildlife	false	Battle_Environment_Vampire_Coast_Galleons_Graveyard_Plains_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_galleons_graveyard_sea_wildlife	false	Battle_Environment_Vampire_Coast_Galleons_Graveyard_Sea_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_snowy_island_forest_nature	false	Battle_Environment_Vampire_Coast_Snowy_Island_Forest_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_snowy_island_forest_wildlife	false	Battle_Environment_Vampire_Coast_Snowy_Island_Forest_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_snowy_island_plains_nature	false	Battle_Environment_Vampire_Coast_Snowy_Island_Plains_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_snowy_island_plains_wildlife	false	Battle_Environment_Vampire_Coast_Snowy_Island_Plains_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_snowy_island_sea_wildlife	false	Battle_Environment_Vampire_Coast_Snowy_Island_Sea_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_tropical_island_forest_nature	false	Battle_Environment_Vampire_Coast_Tropical_Island_Forest_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_tropical_island_forest_wildlife	false	Battle_Environment_Vampire_Coast_Tropical_Island_Forest_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_tropical_island_plains_nature	false	Battle_Environment_Vampire_Coast_Tropical_Island_Plains_Nature_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_tropical_island_plains_wildlife	false	Battle_Environment_Vampire_Coast_Tropical_Island_Plains_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_coast_tropical_island_sea_wildlife	false	Battle_Environment_Vampire_Coast_Tropical_Island_Sea_Wildlife_Oneshots	40.0000	50.0000	15.0000	20.0000	1.0000	10.0000	0.4000	1.0000
vampire_urban	true	Battle_Environment_Vampire_Town_One_Shot	100.0000	20.0000	25.0000	20.0000	2.0000	10.0000	0.2000	1.0000
vampire_wildlife	true	Battle_Environment_Vampire_Wildlife_One_Shot	60.0000	40.0000	6.0000	20.0000	10.0000	3.0000	0.2000	1.0000
weather_thunder_high	false	Battle_Environment_Element_Thunder_Lightning_Rumble	400.0000	150.0000	6.0000	200.0000	60.0000	3.0000	0.0000	0.7000
weather_thunder_low	false	Battle_Environment_Element_Thunder_Lightning_Rumble	500.0000	200.0000	30.0000	200.0000	20.0000	10.0000	0.0000	0.8000
wood_elves_wildlife_autumn	true	Battle_Environment_Woodelves_Autumn_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
wood_elves_wildlife_generic	true	Battle_Environment_Woodelves_Generic_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
wood_elves_wildlife_night	true	Battle_Environment_Woodelves_Night_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
wood_elves_wildlife_winter	true	Battle_Environment_Woodelves_Winter_Wildlife_One_Shot	60.0000	40.0000	9.0000	20.0000	10.0000	6.0000	0.2000	1.0000
