key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time
wh3_main_chs_survival_tower_1_javelin	javelin	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh_chs_javelin		wh3_tower_generic_javelin	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_chs_survival_tower_2_javelin_improved	javelin	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	20.0	1.0	60	30	false	false	0.1	4.0	250.0	5.0	0	0	wh_chs_javelin		wh3_tower_generic_javelin	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_chs_survival_tower_3_hellcannon	artillery	artillery_default	wh3_main_chs_tower_explosion_hellcannon	none	1	fixed	250	15	88	67.0	15.0	0.0	330	70	false	false	0.2	4.0	250.0	15.0	0	0	wh_chs_hellcannon_blast	wh_main_unit_contact_overhead_morale	wh3_chs_tower_hell_cannon	1.3	true		-1.0	1	0.0	150.0			0.0	true	true	false	45	low	-1	false	false	false	true	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_chs_survival_tower_4_hellcannon_improved	artillery	artillery_default	wh3_main_chs_tower_explosion_hellcannon	none	1	fixed	250	15	88	67.0	10.0	0.0	400	80	false	false	0.2	4.0	250.0	15.0	0	0	wh_chs_hellcannon_blast	wh_main_unit_contact_overhead_morale	wh3_chs_tower_hell_cannon	1.3	true		-1.0	1	0.0	150.0			0.0	true	true	false	45	low	-1	false	false	false	true	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_cth_dragon_crossbow_bolt	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0	10.0	1.65	5	12	false	false	0.1	13.0	120.0	5.1	0	0	wh3_main_cth_celestial_guard_crossbow_bolt		wh_crossbow_bolt_normal	-1.0	false		-1.0	1	0.0	5.0			0.0	false	true	true	45	very_low	300	false	false	false	false	2	false	false	false	true	1.0		false	0.8999999	0.4
wh3_main_cth_grand_cannon_ball	artillery	artillery_default		none	1	low	450	10	40	100.0	25.0	0.0	88	352	true	false	0.3	22.0	275.0	8.5	0	0	wh3_main_cth_grand_cannon_ball		wh3_main_cth_grand_cannon_ball	0.3	true		-1.0	1	0.0	350.0			1.0	false	true	true	45	very_high_low_entity	700	false	false	true	false	1	false	false	true	true	2.0		false	0.0	0.4
wh3_main_cth_rocket	artillery	artillery_explosive	wh3_main_cth_rocket_explosion	none	1	low	400	40	65	72.0	10.0	0.0	63	27	false	false	0.25	20.0	240.0	180.0	0	0	wh3_main_cth_rocket		wh3_main_cth_projectile_fire_rain_rocket_battery	0.4	true		-1.0	1	0.0	1.0			1.0	false	true	true	45	low	800	false	false	false	false	7	false	false	false	true	2.0		false	0.0	0.4
wh3_main_cth_rocket_sky_junk	artillery	artillery_explosive	wh3_main_cth_rocket_explosion	none	1	low	360	20	65	72.0	10.0	0.0	63	27	false	false	0.25	20.0	240.0	180.0	0	0	wh3_main_cth_rocket		wh_helstorm_rocket	0.4	true		-1.0	1	0.0	1.0			1.0	false	true	true	45	low	800	false	false	false	false	7	true	false	false	true	2.0		false	0.0	0.4
wh3_main_cth_settlement_tower_1_bullet	musket	small_arm_default		none	1	low	350	35	88	67.0	10.0	1.25	70	30	false	false	0.050000004	10.0	100.0	1.8	0	0	wh_emp_rifle_bullet		wh3_tower_generic_bullet	-1.0	true		-1.0	4	0.5	5.0			0.0	false	true	false	45	very_low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_cth_settlement_tower_2_bullet_improved	musket	small_arm_default		none	1	low	350	35	88	67.0	10.0	1.25	100	50	false	false	0.050000004	10.0	100.0	1.8	0	0	wh_emp_rifle_bullet		wh3_tower_generic_bullet	-1.0	true		-1.0	4	0.5	5.0			0.0	false	true	false	45	very_low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_cth_settlement_tower_3_cannon	artillery	artillery_default	wh3_main_cth_tower_explosion_cannon_ball	none	1	low	350	35	88	67.0	25.0	0.0	505	195	true	false	0.3	10.0	275.0	8.5	0	0	wh3_main_cth_grand_cannon_ball		wh3_tower_generic_cannonball	0.3	true		-1.0	1	0.0	350.0			0.0	false	true	false	45	very_high_low_entity	-1	false	false	true	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_cth_settlement_tower_4_rocket	artillery	artillery_explosive	wh3_main_cth_tower_explosion_rocket	none	1	low	350	35	88	67.0	10.0	1.25	95	120	false	false	0.25	10.0	300.0	220.0	0	0	wh3_main_cth_rocket		wh3_cth_tower_helstorm_rocket	0.4	true		-1.0	4	0.25	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	7	false	false	true	true	1.0		false	0.0	0.4
wh3_main_cth_survival_tower_1_bullet	musket	small_arm_default		none	1	low	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh_emp_rifle_bullet		wh3_tower_generic_bullet	-1.0	true		-1.0	5	0.5	5.0			0.0	false	true	false	45	very_low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_cth_survival_tower_2_bullet_improved	musket	small_arm_default		none	1	low	250	15	88	67.0	20.0	1.0	60	30	false	false	0.050000004	4.0	250.0	5.0	0	0	wh_emp_rifle_bullet		wh3_tower_generic_bullet	-1.0	true		-1.0	5	0.5	5.0			0.0	false	true	false	45	very_low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_cth_survival_tower_3_cannon	artillery	artillery_default	wh3_main_cth_tower_explosion_cannon_ball	none	1	low	250	15	88	67.0	15.0	0.0	330	70	true	false	0.3	4.0	250.0	15.0	0	0	wh3_main_cth_grand_cannon_ball		wh3_tower_generic_cannonball	0.3	true		-1.0	1	0.0	350.0			0.0	false	true	false	45	very_high_low_entity	-1	false	false	true	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_cth_survival_tower_4_rocket	artillery	artillery_explosive	wh3_main_cth_tower_explosion_rocket	none	1	low	250	15	88	67.0	10.0	1.0	400	80	false	false	0.25	4.0	250.0	15.0	0	0	wh3_main_cth_rocket		wh3_cth_tower_helstorm_rocket	0.4	true		-1.0	4	0.25	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_daemon_arms_abilities_blue_fire_upgraded	misc	small_arm_flaming	wh3_main_spell_tzeentch_blue_fire_of_tzeentch	shell_spin	12	low	175	0	88	35.0	30.0	30.0	65	25	false	false	0.25	1.0	200.0	0.5	0	44	wh3_main_spell_tzeentch_blue_fire_of_tzeentch		wh_magic_burning_gaze	0.3	false	wh3_main_unit_contact_warpflame	7.0	1	1.0	1.0	wh3_spell_tzeentch_blue_fire		1.0	true	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true	2.0		true	1.2	0.4
wh3_main_def_settlement_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0	10.0	1.25	70	30	false	false	0.1	10.0	225.0	75.0	0	0	wh2_main_def_reaper_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_def_settlement_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0	10.0	1.25	100	50	false	false	0.1	10.0	225.0	75.0	0	0	wh2_main_def_reaper_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_def_settlement_tower_3_magic_missile	fireball	artillery_explosive	wh3_main_def_tower_explosion_fireball	shell_spin	1	low	350	35	88	67.0	10.0	0.0	500	200	false	false	1.0	10.0	225.0	120.0	0	0	wh_main_spell_fire_fireball		wh2_def_tower_fireball	1.0	true		-1.0	1	0.0	200.0			1.0	true	true	false	45	high_magic	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_def_settlement_tower_4_magic_missile_improved	fireball	artillery_explosive	wh3_main_def_tower_explosion_fireball_improved	shell_spin	1	low	350	35	88	67.0	10.0	0.0	660	220	false	false	1.0	10.0	225.0	120.0	0	0	wh_main_spell_fire_fireball		wh2_def_tower_fireball	1.0	true		-1.0	1	0.0	200.0			1.0	true	true	false	45	high_magic	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_def_survival_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh2_main_def_reaper_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_def_survival_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	20.0	1.0	60	30	false	false	0.1	4.0	250.0	5.0	0	0	wh2_main_def_reaper_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_def_survival_tower_3_magic_missile	fireball	artillery_explosive	wh3_main_def_tower_explosion_fireball	shell_spin	1	low	250	15	88	67.0	15.0	0.0	330	70	false	false	1.0	4.0	250.0	15.0	0	0	wh_main_spell_fire_fireball		wh2_def_tower_fireball	1.0	true		-1.0	1	0.0	200.0			1.0	true	true	false	45	high_magic	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_def_survival_tower_4_magic_missile_improved	fireball	artillery_explosive	wh3_main_def_tower_explosion_fireball_improved	shell_spin	1	low	250	15	88	67.0	10.0	0.0	400	80	false	false	1.0	4.0	250.0	15.0	0	0	wh_main_spell_fire_fireball		wh2_def_tower_fireball	1.0	true		-1.0	1	0.0	200.0			1.0	true	true	false	45	high_magic	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_dwf_settlement_tower_1_bullet	musket	small_arm_default		none	1	low	350	35	88	67.0	10.0	1.25	70	30	false	false	0.1	10.0	225.0	75.0	0	0	wh_dwf_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0	true		-1.0	4	0.5	5.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_dwf_settlement_tower_2_bullet_improved	musket	small_arm_default		none	1	low	350	35	88	67.0	10.0	1.25	100	50	false	false	0.1	10.0	225.0	75.0	0	0	wh_dwf_rifle_bullet_tower_improved		wh3_tower_generic_bullet	-1.0	true		-1.0	4	0.5	5.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_dwf_settlement_tower_3_cannon_ball	artillery	artillery_explosive	wh3_main_dwf_tower_explosion_cannon_ball	none	1	low	350	35	88	67.0	10.0	0.0	505	195	false	false	0.3	10.0	225.0	120.0	0	0	wh_dwf_cannon_ball_tower		wh3_tower_generic_cannonball	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	high	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_dwf_settlement_tower_4_fused_beer_keg	artillery	artillery_flammable	wh3_main_dwf_tower_explosion_fused_beer_keg	grenade_spin	1	low	350	35	88	67.0	10.0	0.0	660	220	false	false	0.1	10.0	225.0	120.0	0	0	wh_dwf_fused_beer_keg_tower		wh3_tower_generic_cannonball	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_dwf_survival_tower_1_bullet	musket	small_arm_default		none	1	low	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh_dwf_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0	true		-1.0	5	0.5	5.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_dwf_survival_tower_2_bullet_improved	musket	small_arm_default		none	1	low	250	15	88	67.0	20.0	1.0	60	30	false	false	0.1	4.0	250.0	5.0	0	0	wh_dwf_rifle_bullet_tower_improved		wh3_tower_generic_bullet	-1.0	true		-1.0	5	0.5	5.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_dwf_survival_tower_3_cannon_ball	artillery	artillery_explosive	wh3_main_dwf_tower_explosion_cannon_ball	none	1	low	250	15	88	67.0	15.0	0.0	325	75	false	false	0.3	4.0	250.0	15.0	0	0	wh_dwf_cannon_ball_tower		wh3_tower_generic_cannonball	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	high	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_dwf_survival_tower_4_fused_beer_keg	artillery	artillery_flammable	wh3_main_dwf_tower_explosion_fused_beer_keg	grenade_spin	1	low	250	15	88	67.0	10.0	0.0	400	80	false	false	0.1	4.0	250.0	15.0	0	0	wh_dwf_fused_beer_keg_tower		wh3_tower_generic_cannonball	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_emp_settlement_tower_1_bullet	musket	small_arm_default		none	1	low	350	35	88	67.0	10.0	1.25	70	30	false	false	0.1	10.0	225.0	75.0	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_emp_settlement_tower_2_bullet_improved	musket	small_arm_default		none	1	low	350	35	88	67.0	10.0	1.25	100	50	false	false	0.1	10.0	225.0	75.0	0	0	wh_emp_rifle_bullet_tower_improved		wh3_tower_generic_bullet	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_emp_settlement_tower_3_cannon_ball	artillery	artillery_default	wh3_main_emp_tower_explosion_cannon_ball	none	1	low	350	35	88	67.0	10.0	0.0	505	195	false	false	0.3	10.0	225.0	120.0	0	0	wh_emp_cannon_ball_tower		wh3_tower_generic_cannonball	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	high	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_emp_settlement_tower_4_clockwork_bomb	artillery	artillery_explosive	wh3_main_emp_tower_explosion_clockwork_bomb	grenade_spin	1	low	350	35	88	67.0	10.0	0.0	660	220	false	false	0.1	10.0	225.0	120.0	0	0	wh_emp_clockwork_bomb_tower		wh_emp_tower_clockwork_bomb	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_emp_survival_tower_1_bullet	musket	small_arm_default		none	1	low	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_emp_survival_tower_2_bullet_improved	musket	small_arm_default		none	1	low	250	15	88	67.0	20.0	1.0	60	30	false	false	0.1	4.0	250.0	5.0	0	0	wh_emp_rifle_bullet_tower_improved		wh3_tower_generic_bullet	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_emp_survival_tower_3_cannon_ball	artillery	artillery_default	wh3_main_emp_tower_explosion_cannon_ball	none	1	low	250	15	88	67.0	15.0	0.0	325	75	false	false	0.3	4.0	250.0	15.0	0	0	wh_emp_cannon_ball_tower		wh3_tower_generic_cannonball	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	high	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_emp_survival_tower_4_clockwork_bomb	artillery	artillery_explosive	wh3_main_emp_tower_explosion_clockwork_bomb	grenade_spin	1	low	250	15	88	67.0	10.0	0.0	400	80	false	false	0.1	4.0	250.0	15.0	0	0	wh_emp_clockwork_bomb_tower		wh_emp_tower_clockwork_bomb	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_grn_settlement_tower_1_arrow	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0	10.0	1.25	70	30	false	false	0.1	10.0	225.0	75.0	0	0	wh_grn_orc_arrow_tower		wh3_tower_generic_arrow	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_grn_settlement_tower_2_arrow_improved	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0	10.0	1.25	100	50	false	false	0.1	10.0	225.0	75.0	0	0	wh_grn_orc_arrow_tower_improved		wh3_tower_generic_arrow	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_grn_settlement_tower_3_giant_dungball	artillery	artillery_explosive	wh3_main_grn_tower_explosion_giant_dungball	grenade_spin	1	low	350	35	88	67.0	10.0	0.0	505	195	false	false	0.1	10.0	225.0	120.0	0	0	wh_grn_dung_ball_tower		wh3_tower_generic_rock	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_grn_settlement_tower_4_rock_idol	artillery	artillery_default	wh3_main_grn_tower_explosion_rock_idol	grenade_spin	1	low	350	35	88	67.0	10.0	0.0	660	220	false	false	0.1	10.0	225.0	120.0	0	0	wh_grn_idol_tower		wh_grn_tower_rock_idol	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	high	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_grn_survival_tower_1_arrow	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh_grn_orc_arrow_tower		wh3_tower_generic_arrow	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_grn_survival_tower_2_arrow_improved	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	20.0	1.0	60	30	false	false	0.1	4.0	250.0	5.0	0	0	wh_grn_orc_arrow_tower_improved		wh3_tower_generic_arrow	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_grn_survival_tower_3_giant_dungball	artillery	artillery_explosive	wh3_main_grn_tower_explosion_giant_dungball	grenade_spin	1	low	250	15	88	67.0	15.0	0.0	325	75	false	false	0.1	4.0	250.0	15.0	0	0	wh_grn_dung_ball_tower		wh3_tower_generic_rock	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_grn_survival_tower_4_rock_idol	artillery	artillery_default	wh3_main_grn_tower_explosion_rock_idol	grenade_spin	1	low	250	15	88	67.0	10.0	0.0	400	80	false	false	0.1	4.0	250.0	15.0	0	0	wh_grn_idol_tower		wh_grn_tower_rock_idol	1.0	true		-1.0	1	0.0	200.0			0.0	false	true	false	45	high	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_hef_settlement_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0	10.0	1.25	70	30	false	false	0.1	10.0	225.0	75.0	0	0	wh2_main_eagleclaw_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_hef_settlement_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0	10.0	1.25	100	50	false	false	0.1	10.0	225.0	75.0	0	0	wh2_main_eagleclaw_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	4	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_hef_settlement_tower_3_magic_missile	artillery	artillery_explosive	wh3_main_hef_tower_explosion_quench	shell_spin	1	low	350	35	88	67.0	10.0	0.0	500	200	false	false	1.0	10.0	225.0	120.0	0	0	wh2_main_spell_high_magic_soul_quench		wh2_hef_tower_magic_missile	1.0	true		-1.0	1	0.0	200.0			0.0	true	true	false	45	medium	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_hef_settlement_tower_4_magic_missile_improved	artillery	artillery_explosive	wh3_main_hef_tower_explosion_quench_improved	shell_spin	1	low	350	35	88	67.0	10.0	0.0	660	220	false	false	1.0	10.0	225.0	120.0	0	0	wh2_main_spell_high_magic_soul_quench		wh2_hef_tower_magic_missile	1.0	true		-1.0	1	0.0	200.0			0.0	true	true	false	45	medium	-1	false	false	false	false	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_hef_survival_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	25.0	1.0	50	20	false	false	0.1	4.0	250.0	5.0	0	0	wh2_main_eagleclaw_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_hef_survival_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0	20.0	1.0	60	30	false	false	0.1	4.0	250.0	5.0	0	0	wh2_main_eagleclaw_bolt		wh3_tower_generic_bolt	-1.0	true		-1.0	5	0.5	1.0			0.0	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_hef_survival_tower_3_magic_missile	artillery	artillery_explosive	wh3_main_hef_tower_explosion_quench	shell_spin	1	low	250	15	88	67.0	15.0	0.0	325	75	false	false	1.0	4.0	250.0	15.0	0	0	wh2_main_spell_high_magic_soul_quench		wh2_hef_tower_magic_missile	1.0	true		-1.0	1	0.0	200.0			0.0	true	true	false	45	medium	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_hef_survival_tower_4_magic_missile_improved	artillery	artillery_explosive	wh3_main_hef_tower_explosion_quench_improved	shell_spin	1	low	250	15	88	67.0	10.0	0.0	400	80	false	false	1.0	4.0	250.0	15.0	0	0	wh2_main_spell_high_magic_soul_quench		wh2_hef_tower_magic_missile	1.0	true		-1.0	1	0.0	200.0			0.0	true	true	false	45	medium	-1	false	false	false	false	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_kho_settlement_tower_1_harvester_cannon	artillery	artillery_default		none	5	low	350	35	88	110.0	10.0	3.5	45	35	false	false	0.050000004	10.0	70.0	3.0	0	0	wh3_kho_harvester_cannon_shot		wh3_kho_tower_helblaster_bullet_multi_impact	0.3	true		-1.0	1	0.0	8.0			0.0	false	true	false	45	medium	-1	false	false	false	true	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_kho_settlement_tower_2_harvester_cannon_improved	artillery	artillery_default		none	5	low	350	35	88	110.0	10.0	3.5	40	80	false	false	0.050000004	10.0	70.0	3.0	0	0	wh3_kho_harvester_cannon_shot		wh3_kho_tower_helblaster_bullet_multi_impact	0.3	true		-1.0	1	0.0	8.0			0.0	false	true	false	45	medium	-1	false	false	false	true	1	false	false	true	true	1.0		false	0.0	0.4
wh3_main_kho_settlement_tower_3_skullcannon	artillery	artillery_default	wh3_main_kho_tower_explosion_skullcannon_skull	none	1	low	350	35	88	67.0	10.0	0.0	280	400	true	false	0.1	10.0	275.0	5.5	0	0	wh3_main_kho_skullcannon_skull		wh3_kho_tower_skullcannon_projectile	0.6	true		3.0	1	0.0	340.0			10.0	true	true	false	45	very_high_low_entity	-1	false	false	false	false	1	true	false	true	true	1.0		false	0.0	0.4
wh3_main_kho_settlement_tower_4_skullcannon_improved	artillery	artillery_default	wh3_main_kho_tower_explosion_skullcannon_skull	none	1	low	350	35	88	67.0	10.0	0.0	355	525	true	false	0.1	10.0	275.0	5.5	0	0	wh3_main_kho_skullcannon_skull		wh3_kho_tower_skullcannon_projectile	0.6	true		3.0	1	0.0	340.0			10.0	true	true	false	45	very_high_low_entity	-1	false	false	false	false	1	true	false	true	true	1.0		false	0.0	0.4
wh3_main_kho_skullcannon_skull	artillery	artillery_default	wh3_main_kho_skullcannon_skull_explosion	none	1	low	380	0	45	75.0	10.0	0.0	88	352	true	false	0.1	11.0	275.0	8.5	0	0	wh3_main_kho_skullcannon_skull		wh3_main_kho_skullcannon_projectile	0.5	true		3.0	1	0.0	340.0			10.0	true	true	true	45	very_high_low_entity	700	false	false	false	false	1	true	false	true	true	2.0		false	0.0	0.4
wh3_main_kho_soul_grinder_cannon	artillery	artillery_default		none	3	low	120	0	35	100.0	10.0	3.5	30	90	false	false	0.050000004	5.0	70.0	3.0	0	0	wh3_kho_harvester_cannon_shot		wh2_helblaster_bullet_multi_impact_large	0.3	false		-1.0	1	0.0	8.0			0.0	false	true	true	45	medium	440	false	false	false	true	1	false	false	true	true	1.0		false	0.4	0.4
wh3_main_kho_survival_tower_1_harvester_cannon	artillery	artillery_default		none	5	low	250	15	88	110.0	25.0	2.0	400	80	false	false	0.1	4.0	250.0	5.0	0	0	wh3_kho_harvester_cannon_shot		wh3_kho_tower_helblaster_bullet_multi_impact	0.3	true		-1.0	1	0.0	8.0			0.0	false	true	false	45	medium	-1	false	false	false	true	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_kho_survival_tower_2_harvester_cannon_improved	artillery	artillery_default		none	5	low	250	15	88	110.0	20.0	2.0	50	20	false	false	0.050000004	4.0	250.0	5.0	0	0	wh3_kho_harvester_cannon_shot		wh3_kho_tower_helblaster_bullet_multi_impact	0.3	true		-1.0	1	0.0	8.0			0.0	false	true	false	45	medium	-1	false	false	false	true	1	false	false	true	true	0.2		false	0.0	0.4
wh3_main_kho_survival_tower_3_skullcannon	artillery	artillery_default	wh3_main_kho_tower_explosion_skullcannon_skull	none	1	low	250	15	88	67.0	15.0	0.0	60	30	true	false	0.1	4.0	250.0	15.0	0	0	wh3_main_kho_skullcannon_skull		wh3_kho_tower_skullcannon_projectile	0.6	true		3.0	1	0.0	340.0			10.0	true	true	false	45	very_high_low_entity	-1	false	false	false	false	1	true	false	true	true	0.2		false	0.0	0.4
